Study_ID	Sample_ID	SDRF_Row	SDRF_File	Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell line]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[cell type]	Characteristics[genotype]	Characteristics[replicate]	Characteristics[sex]	Characteristics[spike in]	Material Type	Protocol REF	Protocol REF__duplicate_1	Protocol REF__duplicate_2	Protocol REF__duplicate_3	Performer	Extract Name	Material Type__duplicate_1	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF__duplicate_4	Performer__duplicate_1	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[genotype]	Factor Value[RNA interference]	Characteristics[disease]	Characteristics[genetic modification]	Comment[spike in]	Performer__duplicate_2	Performer__duplicate_3	Derived Array Data File	Protocol REF__duplicate_5	Derived Array Data File__duplicate_1	Description	Performer__duplicate_4	Performer__duplicate_5	Protocol REF__duplicate_6	Protocol REF__duplicate_7	Performer__duplicate_6	Protocol REF__duplicate_8	Performer__duplicate_7	Factor Value[compound]	Factor Value[dose]	Unit[concentration unit]	Term Source REF	Term Accession Number	Factor Value[time]	Unit[time unit]	Term Source REF__duplicate_1	Term Accession Number__duplicate_1	Comment[technical replicate group]	Characteristics[recovery]	Unit[time unit]__duplicate_1	Factor Value[recovery]	Unit[time unit]__duplicate_2	Characteristics[compound2]	Characteristics[dose2]	Characteristics[time2]	Unit[concentration unit]__duplicate_1	Term Source REF__duplicate_2	Term Accession Number__duplicate_2	Term Source REF__duplicate_3	Term Accession Number__duplicate_3	Factor Value[compound2]	Factor Value[dose2]	Unit[concentration unit]__duplicate_2	Term Source REF__duplicate_4	Term Accession Number__duplicate_4
E-MTAB-13836	Ctrl_12h_IAA_4SU_1	7	E-MTAB-13836.sdrf.txt	Ctrl_12h_IAA_4SU_1	ERS18334887	SAMEA115337022	Homo sapiens	HCT116	adult	colon	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry	1	male	none	cell	P-MTAB-141156	P-MTAB-141160	P-MTAB-141161	P-MTAB-141157	D. Wallmeroth	Ctrl_12h_IAA_4SU_1	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-141158	D. Wallmeroth	Ctrl_12h_IAA_4SU_1	sequencing assay	ERX12059557	Ctrl_12h_IAA_4SU_1_S16_L002_R2_001.fastq.gz	Ctrl_12h_IAA_4SU_1_S16_L002_R2_001.fastq.gz	ERR12685443	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/043/ERR12685443/ERR12685443_1.fastq.gz	pSH-EFIRES-P-AtAFB2-mCherry		colorectal adenocarcinoma	CRISPR/Cas9		D. Wallmeroth	D. Wallmeroth	Ctrl_12h_IAA_4SU_1.bam	P-MTAB-141159	Ctrl_12h_IAA_4SU_1.bam.bai		Paul O. Wulf	AG Landthaler, MDC, Berlin	P-MTAB-141159	P-MTAB-141921	V. Boehm	P-MTAB-141921	V. Boehm	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032			hour			4-thiouridine (4SU)	200	2	micromolar	EFO	UO_0000064	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
E-MTAB-13836	Ctrl_12h_IAA_4SU_1	8	E-MTAB-13836.sdrf.txt	Ctrl_12h_IAA_4SU_1	ERS18334887	SAMEA115337022	Homo sapiens	HCT116	adult	colon	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry	1	male	none	cell	P-MTAB-141156	P-MTAB-141160	P-MTAB-141161	P-MTAB-141157	D. Wallmeroth	Ctrl_12h_IAA_4SU_1	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-141158	D. Wallmeroth	Ctrl_12h_IAA_4SU_1	sequencing assay	ERX12059557	Ctrl_12h_IAA_4SU_1_S16_L002_R1_001.fastq.gz	Ctrl_12h_IAA_4SU_1_S16_L002_R1_001.fastq.gz	ERR12685443	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/043/ERR12685443/ERR12685443_2.fastq.gz	pSH-EFIRES-P-AtAFB2-mCherry		colorectal adenocarcinoma	CRISPR/Cas9		D. Wallmeroth	D. Wallmeroth	Ctrl_12h_IAA_4SU_1.bam	P-MTAB-141159	Ctrl_12h_IAA_4SU_1.bam.bai		Paul O. Wulf	AG Landthaler, MDC, Berlin	P-MTAB-141159	P-MTAB-141921	V. Boehm	P-MTAB-141921	V. Boehm	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032			hour			4-thiouridine (4SU)	200	2	micromolar	EFO	UO_0000064	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
E-MTAB-13836	Ctrl_12h_IAA_4SU_2	9	E-MTAB-13836.sdrf.txt	Ctrl_12h_IAA_4SU_2	ERS18334888	SAMEA115337023	Homo sapiens	HCT116	adult	colon	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry	2	male	none	cell	P-MTAB-141156	P-MTAB-141160	P-MTAB-141161	P-MTAB-141157	D. Wallmeroth	Ctrl_12h_IAA_4SU_2	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-141158	D. Wallmeroth	Ctrl_12h_IAA_4SU_2	sequencing assay	ERX12059558	Ctrl_12h_IAA_4SU_2_S17_L002_R2_001.fastq.gz	Ctrl_12h_IAA_4SU_2_S17_L002_R2_001.fastq.gz	ERR12685444	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/044/ERR12685444/ERR12685444_1.fastq.gz	pSH-EFIRES-P-AtAFB2-mCherry		colorectal adenocarcinoma	CRISPR/Cas9		D. Wallmeroth	D. Wallmeroth	Ctrl_12h_IAA_4SU_2.bam	P-MTAB-141159	Ctrl_12h_IAA_4SU_2.bam.bai		Paul O. Wulf	AG Landthaler, MDC, Berlin	P-MTAB-141159	P-MTAB-141921	V. Boehm	P-MTAB-141921	V. Boehm	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032			hour			4-thiouridine (4SU)	200	2	micromolar	EFO	UO_0000064	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
E-MTAB-13836	Ctrl_12h_IAA_4SU_2	10	E-MTAB-13836.sdrf.txt	Ctrl_12h_IAA_4SU_2	ERS18334888	SAMEA115337023	Homo sapiens	HCT116	adult	colon	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry	2	male	none	cell	P-MTAB-141156	P-MTAB-141160	P-MTAB-141161	P-MTAB-141157	D. Wallmeroth	Ctrl_12h_IAA_4SU_2	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-141158	D. Wallmeroth	Ctrl_12h_IAA_4SU_2	sequencing assay	ERX12059558	Ctrl_12h_IAA_4SU_2_S17_L002_R1_001.fastq.gz	Ctrl_12h_IAA_4SU_2_S17_L002_R1_001.fastq.gz	ERR12685444	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/044/ERR12685444/ERR12685444_2.fastq.gz	pSH-EFIRES-P-AtAFB2-mCherry		colorectal adenocarcinoma	CRISPR/Cas9		D. Wallmeroth	D. Wallmeroth	Ctrl_12h_IAA_4SU_2.bam	P-MTAB-141159	Ctrl_12h_IAA_4SU_2.bam.bai		Paul O. Wulf	AG Landthaler, MDC, Berlin	P-MTAB-141159	P-MTAB-141921	V. Boehm	P-MTAB-141921	V. Boehm	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032			hour			4-thiouridine (4SU)	200	2	micromolar	EFO	UO_0000064	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
E-MTAB-13836	Ctrl_12h_IAA_4SU_3	11	E-MTAB-13836.sdrf.txt	Ctrl_12h_IAA_4SU_3	ERS18334889	SAMEA115337024	Homo sapiens	HCT116	adult	colon	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry	3	male	none	cell	P-MTAB-141156	P-MTAB-141160	P-MTAB-141161	P-MTAB-141157	D. Wallmeroth	Ctrl_12h_IAA_4SU_3	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-141158	D. Wallmeroth	Ctrl_12h_IAA_4SU_3	sequencing assay	ERX12059559	Ctrl_12h_IAA_4SU_3_S18_L002_R1_001.fastq.gz	Ctrl_12h_IAA_4SU_3_S18_L002_R1_001.fastq.gz	ERR12685445	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/045/ERR12685445/ERR12685445_1.fastq.gz	pSH-EFIRES-P-AtAFB2-mCherry		colorectal adenocarcinoma	CRISPR/Cas9		D. Wallmeroth	D. Wallmeroth	Ctrl_12h_IAA_4SU_3.bam	P-MTAB-141159	Ctrl_12h_IAA_4SU_3.bam.bai		Paul O. Wulf	AG Landthaler, MDC, Berlin	P-MTAB-141159	P-MTAB-141921	V. Boehm	P-MTAB-141921	V. Boehm	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032			hour			4-thiouridine (4SU)	200	2	micromolar	EFO	UO_0000064	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
E-MTAB-13836	Ctrl_12h_IAA_4SU_3	12	E-MTAB-13836.sdrf.txt	Ctrl_12h_IAA_4SU_3	ERS18334889	SAMEA115337024	Homo sapiens	HCT116	adult	colon	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry	3	male	none	cell	P-MTAB-141156	P-MTAB-141160	P-MTAB-141161	P-MTAB-141157	D. Wallmeroth	Ctrl_12h_IAA_4SU_3	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-141158	D. Wallmeroth	Ctrl_12h_IAA_4SU_3	sequencing assay	ERX12059559	Ctrl_12h_IAA_4SU_3_S18_L002_R2_001.fastq.gz	Ctrl_12h_IAA_4SU_3_S18_L002_R2_001.fastq.gz	ERR12685445	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/045/ERR12685445/ERR12685445_2.fastq.gz	pSH-EFIRES-P-AtAFB2-mCherry		colorectal adenocarcinoma	CRISPR/Cas9		D. Wallmeroth	D. Wallmeroth	Ctrl_12h_IAA_4SU_3.bam	P-MTAB-141159	Ctrl_12h_IAA_4SU_3.bam.bai		Paul O. Wulf	AG Landthaler, MDC, Berlin	P-MTAB-141159	P-MTAB-141921	V. Boehm	P-MTAB-141921	V. Boehm	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032			hour			4-thiouridine (4SU)	200	2	micromolar	EFO	UO_0000064	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
E-MTAB-13836	Ctrl_24h_IAA_4SU_1	13	E-MTAB-13836.sdrf.txt	Ctrl_24h_IAA_4SU_1	ERS18334890	SAMEA115337025	Homo sapiens	HCT116	adult	colon	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry	1	male	none	cell	P-MTAB-141156	P-MTAB-141160	P-MTAB-141161	P-MTAB-141157	D. Wallmeroth	Ctrl_24h_IAA_4SU_1	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-141158	D. Wallmeroth	Ctrl_24h_IAA_4SU_1	sequencing assay	ERX12059560	Ctrl_24h_IAA_4SU_1_S19_L002_R2_001.fastq.gz	Ctrl_24h_IAA_4SU_1_S19_L002_R2_001.fastq.gz	ERR12685446	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/046/ERR12685446/ERR12685446_1.fastq.gz	pSH-EFIRES-P-AtAFB2-mCherry		colorectal adenocarcinoma	CRISPR/Cas9		D. Wallmeroth	D. Wallmeroth	Ctrl_24h_IAA_4SU_1.bam	P-MTAB-141159	Ctrl_24h_IAA_4SU_1.bam.bai		Paul O. Wulf	AG Landthaler, MDC, Berlin	P-MTAB-141159	P-MTAB-141921	V. Boehm	P-MTAB-141921	V. Boehm	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032			hour			4-thiouridine (4SU)	200	2	micromolar	EFO	UO_0000064	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
E-MTAB-13836	Ctrl_24h_IAA_4SU_1	14	E-MTAB-13836.sdrf.txt	Ctrl_24h_IAA_4SU_1	ERS18334890	SAMEA115337025	Homo sapiens	HCT116	adult	colon	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry	1	male	none	cell	P-MTAB-141156	P-MTAB-141160	P-MTAB-141161	P-MTAB-141157	D. Wallmeroth	Ctrl_24h_IAA_4SU_1	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-141158	D. Wallmeroth	Ctrl_24h_IAA_4SU_1	sequencing assay	ERX12059560	Ctrl_24h_IAA_4SU_1_S19_L002_R1_001.fastq.gz	Ctrl_24h_IAA_4SU_1_S19_L002_R1_001.fastq.gz	ERR12685446	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/046/ERR12685446/ERR12685446_2.fastq.gz	pSH-EFIRES-P-AtAFB2-mCherry		colorectal adenocarcinoma	CRISPR/Cas9		D. Wallmeroth	D. Wallmeroth	Ctrl_24h_IAA_4SU_1.bam	P-MTAB-141159	Ctrl_24h_IAA_4SU_1.bam.bai		Paul O. Wulf	AG Landthaler, MDC, Berlin	P-MTAB-141159	P-MTAB-141921	V. Boehm	P-MTAB-141921	V. Boehm	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032			hour			4-thiouridine (4SU)	200	2	micromolar	EFO	UO_0000064	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
E-MTAB-13836	Ctrl_24h_IAA_4SU_2	15	E-MTAB-13836.sdrf.txt	Ctrl_24h_IAA_4SU_2	ERS18334891	SAMEA115337026	Homo sapiens	HCT116	adult	colon	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry	2	male	none	cell	P-MTAB-141156	P-MTAB-141160	P-MTAB-141161	P-MTAB-141157	D. Wallmeroth	Ctrl_24h_IAA_4SU_2	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-141158	D. Wallmeroth	Ctrl_24h_IAA_4SU_2	sequencing assay	ERX12059561	Ctrl_24h_IAA_4SU_2_S20_L002_R1_001.fastq.gz	Ctrl_24h_IAA_4SU_2_S20_L002_R1_001.fastq.gz	ERR12685447	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/047/ERR12685447/ERR12685447_1.fastq.gz	pSH-EFIRES-P-AtAFB2-mCherry		colorectal adenocarcinoma	CRISPR/Cas9		D. Wallmeroth	D. Wallmeroth	Ctrl_24h_IAA_4SU_2.bam	P-MTAB-141159	Ctrl_24h_IAA_4SU_2.bam.bai		Paul O. Wulf	AG Landthaler, MDC, Berlin	P-MTAB-141159	P-MTAB-141921	V. Boehm	P-MTAB-141921	V. Boehm	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032			hour			4-thiouridine (4SU)	200	2	micromolar	EFO	UO_0000064	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
E-MTAB-13836	Ctrl_24h_IAA_4SU_2	16	E-MTAB-13836.sdrf.txt	Ctrl_24h_IAA_4SU_2	ERS18334891	SAMEA115337026	Homo sapiens	HCT116	adult	colon	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry	2	male	none	cell	P-MTAB-141156	P-MTAB-141160	P-MTAB-141161	P-MTAB-141157	D. Wallmeroth	Ctrl_24h_IAA_4SU_2	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-141158	D. Wallmeroth	Ctrl_24h_IAA_4SU_2	sequencing assay	ERX12059561	Ctrl_24h_IAA_4SU_2_S20_L002_R2_001.fastq.gz	Ctrl_24h_IAA_4SU_2_S20_L002_R2_001.fastq.gz	ERR12685447	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/047/ERR12685447/ERR12685447_2.fastq.gz	pSH-EFIRES-P-AtAFB2-mCherry		colorectal adenocarcinoma	CRISPR/Cas9		D. Wallmeroth	D. Wallmeroth	Ctrl_24h_IAA_4SU_2.bam	P-MTAB-141159	Ctrl_24h_IAA_4SU_2.bam.bai		Paul O. Wulf	AG Landthaler, MDC, Berlin	P-MTAB-141159	P-MTAB-141921	V. Boehm	P-MTAB-141921	V. Boehm	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032			hour			4-thiouridine (4SU)	200	2	micromolar	EFO	UO_0000064	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
E-MTAB-13836	Ctrl_24h_IAA_4SU_3	17	E-MTAB-13836.sdrf.txt	Ctrl_24h_IAA_4SU_3	ERS18334892	SAMEA115337027	Homo sapiens	HCT116	adult	colon	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry	3	male	none	cell	P-MTAB-141156	P-MTAB-141160	P-MTAB-141161	P-MTAB-141157	D. Wallmeroth	Ctrl_24h_IAA_4SU_3	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-141158	D. Wallmeroth	Ctrl_24h_IAA_4SU_3	sequencing assay	ERX12059562	Ctrl_24h_IAA_4SU_3_S21_L002_R2_001.fastq.gz	Ctrl_24h_IAA_4SU_3_S21_L002_R2_001.fastq.gz	ERR12685448	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/048/ERR12685448/ERR12685448_1.fastq.gz	pSH-EFIRES-P-AtAFB2-mCherry		colorectal adenocarcinoma	CRISPR/Cas9		D. Wallmeroth	D. Wallmeroth	Ctrl_24h_IAA_4SU_3.bam	P-MTAB-141159	Ctrl_24h_IAA_4SU_3.bam.bai		Paul O. Wulf	AG Landthaler, MDC, Berlin	P-MTAB-141159	P-MTAB-141921	V. Boehm	P-MTAB-141921	V. Boehm	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032			hour			4-thiouridine (4SU)	200	2	micromolar	EFO	UO_0000064	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
E-MTAB-13836	Ctrl_24h_IAA_4SU_3	18	E-MTAB-13836.sdrf.txt	Ctrl_24h_IAA_4SU_3	ERS18334892	SAMEA115337027	Homo sapiens	HCT116	adult	colon	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry	3	male	none	cell	P-MTAB-141156	P-MTAB-141160	P-MTAB-141161	P-MTAB-141157	D. Wallmeroth	Ctrl_24h_IAA_4SU_3	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-141158	D. Wallmeroth	Ctrl_24h_IAA_4SU_3	sequencing assay	ERX12059562	Ctrl_24h_IAA_4SU_3_S21_L002_R1_001.fastq.gz	Ctrl_24h_IAA_4SU_3_S21_L002_R1_001.fastq.gz	ERR12685448	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/048/ERR12685448/ERR12685448_2.fastq.gz	pSH-EFIRES-P-AtAFB2-mCherry		colorectal adenocarcinoma	CRISPR/Cas9		D. Wallmeroth	D. Wallmeroth	Ctrl_24h_IAA_4SU_3.bam	P-MTAB-141159	Ctrl_24h_IAA_4SU_3.bam.bai		Paul O. Wulf	AG Landthaler, MDC, Berlin	P-MTAB-141159	P-MTAB-141921	V. Boehm	P-MTAB-141921	V. Boehm	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032			hour			4-thiouridine (4SU)	200	2	micromolar	EFO	UO_0000064	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
E-MTAB-13836	Nter_0h_IAA_1	19	E-MTAB-13836.sdrf.txt	Nter_0h_IAA_1	ERS18334893	SAMEA115337028	Homo sapiens	HCT116	adult	colon	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	1	male	none	cell	P-MTAB-141156	P-MTAB-141160	P-MTAB-141161	P-MTAB-141157	D. Wallmeroth	Nter_0h_IAA_1	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-141158	D. Wallmeroth	Nter_0h_IAA_1	sequencing assay	ERX12059563	Nter_0h_IAA_1_S1_L002_R2_001.fastq.gz	Nter_0h_IAA_1_S1_L002_R2_001.fastq.gz	ERR12685449	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/049/ERR12685449/ERR12685449_1.fastq.gz	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)		colorectal adenocarcinoma	CRISPR/Cas9		D. Wallmeroth	D. Wallmeroth	Nter_0h_IAA_1.bam	P-MTAB-141159	Nter_0h_IAA_1.bam.bai		Paul O. Wulf	AG Landthaler, MDC, Berlin	P-MTAB-141159	P-MTAB-141921	V. Boehm	P-MTAB-141921	V. Boehm	none	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032			hour			none	0	0	micromolar	EFO	UO_0000064	EFO	UO_0000032	none	0	micromolar	EFO	UO_0000064
E-MTAB-13836	Nter_0h_IAA_1	20	E-MTAB-13836.sdrf.txt	Nter_0h_IAA_1	ERS18334893	SAMEA115337028	Homo sapiens	HCT116	adult	colon	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	1	male	none	cell	P-MTAB-141156	P-MTAB-141160	P-MTAB-141161	P-MTAB-141157	D. Wallmeroth	Nter_0h_IAA_1	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-141158	D. Wallmeroth	Nter_0h_IAA_1	sequencing assay	ERX12059563	Nter_0h_IAA_1_S1_L002_R1_001.fastq.gz	Nter_0h_IAA_1_S1_L002_R1_001.fastq.gz	ERR12685449	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/049/ERR12685449/ERR12685449_2.fastq.gz	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)		colorectal adenocarcinoma	CRISPR/Cas9		D. Wallmeroth	D. Wallmeroth	Nter_0h_IAA_1.bam	P-MTAB-141159	Nter_0h_IAA_1.bam.bai		Paul O. Wulf	AG Landthaler, MDC, Berlin	P-MTAB-141159	P-MTAB-141921	V. Boehm	P-MTAB-141921	V. Boehm	none	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032			hour			none	0	0	micromolar	EFO	UO_0000064	EFO	UO_0000032	none	0	micromolar	EFO	UO_0000064
E-MTAB-13836	Nter_0h_IAA_2	21	E-MTAB-13836.sdrf.txt	Nter_0h_IAA_2	ERS18334894	SAMEA115337029	Homo sapiens	HCT116	adult	colon	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	2	male	none	cell	P-MTAB-141156	P-MTAB-141160	P-MTAB-141161	P-MTAB-141157	D. Wallmeroth	Nter_0h_IAA_2	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-141158	D. Wallmeroth	Nter_0h_IAA_2	sequencing assay	ERX12059564	Nter_0h_IAA_2_S2_L002_R2_001.fastq.gz	Nter_0h_IAA_2_S2_L002_R2_001.fastq.gz	ERR12685450	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/050/ERR12685450/ERR12685450_1.fastq.gz	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)		colorectal adenocarcinoma	CRISPR/Cas9		D. Wallmeroth	D. Wallmeroth	Nter_0h_IAA_2.bam	P-MTAB-141159	Nter_0h_IAA_2.bam.bai		Paul O. Wulf	AG Landthaler, MDC, Berlin	P-MTAB-141159	P-MTAB-141921	V. Boehm	P-MTAB-141921	V. Boehm	none	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032			hour			none	0	0	micromolar	EFO	UO_0000064	EFO	UO_0000032	none	0	micromolar	EFO	UO_0000064
E-MTAB-13836	Nter_0h_IAA_2	22	E-MTAB-13836.sdrf.txt	Nter_0h_IAA_2	ERS18334894	SAMEA115337029	Homo sapiens	HCT116	adult	colon	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	2	male	none	cell	P-MTAB-141156	P-MTAB-141160	P-MTAB-141161	P-MTAB-141157	D. Wallmeroth	Nter_0h_IAA_2	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-141158	D. Wallmeroth	Nter_0h_IAA_2	sequencing assay	ERX12059564	Nter_0h_IAA_2_S2_L002_R1_001.fastq.gz	Nter_0h_IAA_2_S2_L002_R1_001.fastq.gz	ERR12685450	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/050/ERR12685450/ERR12685450_2.fastq.gz	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)		colorectal adenocarcinoma	CRISPR/Cas9		D. Wallmeroth	D. Wallmeroth	Nter_0h_IAA_2.bam	P-MTAB-141159	Nter_0h_IAA_2.bam.bai		Paul O. Wulf	AG Landthaler, MDC, Berlin	P-MTAB-141159	P-MTAB-141921	V. Boehm	P-MTAB-141921	V. Boehm	none	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032			hour			none	0	0	micromolar	EFO	UO_0000064	EFO	UO_0000032	none	0	micromolar	EFO	UO_0000064
