Study_ID	Sample_ID	SDRF_Row	SDRF_File	Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell line]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[cell type]	Characteristics[genotype]	Characteristics[replicate]	Characteristics[sex]	Characteristics[spike in]	Material Type	Protocol REF	Protocol REF__duplicate_1	Protocol REF__duplicate_2	Protocol REF__duplicate_3	Performer	Extract Name	Material Type__duplicate_1	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF__duplicate_4	Performer__duplicate_1	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[genotype]	Factor Value[RNA interference]	Characteristics[disease]	Characteristics[genetic modification]	Comment[spike in]	Performer__duplicate_2	Performer__duplicate_3	Derived Array Data File	Protocol REF__duplicate_5	Derived Array Data File__duplicate_1	Description	Performer__duplicate_4	Performer__duplicate_5	Protocol REF__duplicate_6	Protocol REF__duplicate_7	Performer__duplicate_6	Protocol REF__duplicate_8	Performer__duplicate_7	Factor Value[compound]	Factor Value[dose]	Unit[concentration unit]	Term Source REF	Term Accession Number	Factor Value[time]	Unit[time unit]	Term Source REF__duplicate_1	Term Accession Number__duplicate_1	Comment[technical replicate group]	Characteristics[recovery]	Unit[time unit]__duplicate_1	Factor Value[recovery]	Unit[time unit]__duplicate_2	Characteristics[compound2]	Characteristics[dose2]	Characteristics[time2]	Unit[concentration unit]__duplicate_1	Term Source REF__duplicate_2	Term Accession Number__duplicate_2	Term Source REF__duplicate_3	Term Accession Number__duplicate_3	Factor Value[compound2]	Factor Value[dose2]	Unit[concentration unit]__duplicate_2	Term Source REF__duplicate_4	Term Accession Number__duplicate_4
E-MTAB-9330	Sample 1	1	E-MTAB-9330.sdrf.txt	Sample 1	ERS4811060	SAMEA7050430	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	wild type genotype	1	female	SIRV-Set 1 E0	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 1	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2231	212	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 1	sequencing assay	ERX4277493	control_S89_L002_R1_001.fastq.gz	control_S89_L002_R1_001.fastq.gz	ERR4330659	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330659/ERR4330659_1.fastq.gz	wild type genotype	Luciferase siRNA																																											
E-MTAB-9330	Sample 1	2	E-MTAB-9330.sdrf.txt	Sample 1	ERS4811060	SAMEA7050430	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	wild type genotype	1	female	SIRV-Set 1 E0	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 1	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2231	212	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 1	sequencing assay	ERX4277493	control_S89_L002_R2_001.fastq.gz	control_S89_L002_R2_001.fastq.gz	ERR4330659	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330659/ERR4330659_2.fastq.gz	wild type genotype	Luciferase siRNA																																											
E-MTAB-9330	Sample 2	3	E-MTAB-9330.sdrf.txt	Sample 2	ERS4811061	SAMEA7050431	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	wild type genotype	2	female	SIRV-Set 1 E0	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 2	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2173	205	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 2	sequencing assay	ERX4277494	control_S90_L002_R1_001.fastq.gz	control_S90_L002_R1_001.fastq.gz	ERR4330660	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330660/ERR4330660_1.fastq.gz	wild type genotype	Luciferase siRNA																																											
E-MTAB-9330	Sample 2	4	E-MTAB-9330.sdrf.txt	Sample 2	ERS4811061	SAMEA7050431	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	wild type genotype	2	female	SIRV-Set 1 E0	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 2	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2173	205	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 2	sequencing assay	ERX4277494	control_S90_L002_R2_001.fastq.gz	control_S90_L002_R2_001.fastq.gz	ERR4330660	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330660/ERR4330660_2.fastq.gz	wild type genotype	Luciferase siRNA																																											
E-MTAB-9330	Sample 3	5	E-MTAB-9330.sdrf.txt	Sample 3	ERS4811062	SAMEA7050432	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	wild type genotype	3	female	SIRV-Set 1 E0	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 3	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2207	199	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 3	sequencing assay	ERX4277495	control_S91_L002_R1_001.fastq.gz	control_S91_L002_R1_001.fastq.gz	ERR4330661	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330661/ERR4330661_1.fastq.gz	wild type genotype	Luciferase siRNA																																											
E-MTAB-9330	Sample 3	6	E-MTAB-9330.sdrf.txt	Sample 3	ERS4811062	SAMEA7050432	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	wild type genotype	3	female	SIRV-Set 1 E0	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 3	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2207	199	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 3	sequencing assay	ERX4277495	control_S91_L002_R2_001.fastq.gz	control_S91_L002_R2_001.fastq.gz	ERR4330661	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330661/ERR4330661_2.fastq.gz	wild type genotype	Luciferase siRNA																																											
E-MTAB-9330	Sample 4	7	E-MTAB-9330.sdrf.txt	Sample 4	ERS4811063	SAMEA7050433	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	wild type genotype	1	female	SIRV-Set 1 E1	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 4	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2169	192	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 4	sequencing assay	ERX4277496	SMG5_S92_L002_R1_001.fastq.gz	SMG5_S92_L002_R1_001.fastq.gz	ERR4330662	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330662/ERR4330662_1.fastq.gz	wild type genotype	SMG5 knockdown by siRNA																																											
E-MTAB-9330	Sample 4	8	E-MTAB-9330.sdrf.txt	Sample 4	ERS4811063	SAMEA7050433	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	wild type genotype	1	female	SIRV-Set 1 E1	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 4	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2169	192	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 4	sequencing assay	ERX4277496	SMG5_S92_L002_R2_001.fastq.gz	SMG5_S92_L002_R2_001.fastq.gz	ERR4330662	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330662/ERR4330662_2.fastq.gz	wild type genotype	SMG5 knockdown by siRNA																																											
E-MTAB-9330	Sample 5	9	E-MTAB-9330.sdrf.txt	Sample 5	ERS4811064	SAMEA7050434	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	wild type genotype	2	female	SIRV-Set 1 E1	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 5	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2252	204	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 5	sequencing assay	ERX4277497	SMG5_S93_L002_R1_001.fastq.gz	SMG5_S93_L002_R1_001.fastq.gz	ERR4330663	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330663/ERR4330663_1.fastq.gz	wild type genotype	SMG5 knockdown by siRNA																																											
E-MTAB-9330	Sample 5	10	E-MTAB-9330.sdrf.txt	Sample 5	ERS4811064	SAMEA7050434	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	wild type genotype	2	female	SIRV-Set 1 E1	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 5	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2252	204	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 5	sequencing assay	ERX4277497	SMG5_S93_L002_R2_001.fastq.gz	SMG5_S93_L002_R2_001.fastq.gz	ERR4330663	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330663/ERR4330663_2.fastq.gz	wild type genotype	SMG5 knockdown by siRNA																																											
E-MTAB-9330	Sample 6	11	E-MTAB-9330.sdrf.txt	Sample 6	ERS4811065	SAMEA7050435	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	wild type genotype	3	female	SIRV-Set 1 E1	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 6	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2149	198	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 6	sequencing assay	ERX4277498	SMG5_S94_L002_R1_001.fastq.gz	SMG5_S94_L002_R1_001.fastq.gz	ERR4330664	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4330664/ERR4330664_1.fastq.gz	wild type genotype	SMG5 knockdown by siRNA																																											
E-MTAB-9330	Sample 6	12	E-MTAB-9330.sdrf.txt	Sample 6	ERS4811065	SAMEA7050435	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	wild type genotype	3	female	SIRV-Set 1 E1	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 6	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2149	198	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 6	sequencing assay	ERX4277498	SMG5_S94_L002_R2_001.fastq.gz	SMG5_S94_L002_R2_001.fastq.gz	ERR4330664	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4330664/ERR4330664_2.fastq.gz	wild type genotype	SMG5 knockdown by siRNA																																											
E-MTAB-9330	Sample 7	13	E-MTAB-9330.sdrf.txt	Sample 7	ERS4811066	SAMEA7050436	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	SMG7 knockout clone 2	1	female	SIRV-Set 1 E0	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 7	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2190	199	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 7	sequencing assay	ERX4277499	SMG7KO_2_S95_L002_R1_001.fastq.gz	SMG7KO_2_S95_L002_R1_001.fastq.gz	ERR4330665	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4330665/ERR4330665_1.fastq.gz	SMG7 knockout clone 2	Luciferase siRNA																																											
E-MTAB-9330	Sample 7	14	E-MTAB-9330.sdrf.txt	Sample 7	ERS4811066	SAMEA7050436	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	SMG7 knockout clone 2	1	female	SIRV-Set 1 E0	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 7	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2190	199	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 7	sequencing assay	ERX4277499	SMG7KO_2_S95_L002_R2_001.fastq.gz	SMG7KO_2_S95_L002_R2_001.fastq.gz	ERR4330665	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4330665/ERR4330665_2.fastq.gz	SMG7 knockout clone 2	Luciferase siRNA																																											
E-MTAB-9330	Sample 8	15	E-MTAB-9330.sdrf.txt	Sample 8	ERS4811067	SAMEA7050437	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	SMG7 knockout clone 2	2	female	SIRV-Set 1 E0	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 8	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2335	205	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 8	sequencing assay	ERX4277500	SMG7KO_2_S96_L002_R1_001.fastq.gz	SMG7KO_2_S96_L002_R1_001.fastq.gz	ERR4330666	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4330666/ERR4330666_1.fastq.gz	SMG7 knockout clone 2	Luciferase siRNA																																											
E-MTAB-9330	Sample 8	16	E-MTAB-9330.sdrf.txt	Sample 8	ERS4811067	SAMEA7050437	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	SMG7 knockout clone 2	2	female	SIRV-Set 1 E0	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 8	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2335	205	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 8	sequencing assay	ERX4277500	SMG7KO_2_S96_L002_R2_001.fastq.gz	SMG7KO_2_S96_L002_R2_001.fastq.gz	ERR4330666	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4330666/ERR4330666_2.fastq.gz	SMG7 knockout clone 2	Luciferase siRNA																																											
E-MTAB-9330	Sample 9	17	E-MTAB-9330.sdrf.txt	Sample 9	ERS4811068	SAMEA7050438	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	SMG7 knockout clone 2	3	female	SIRV-Set 1 E0	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 9	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2334	209	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 9	sequencing assay	ERX4277501	SMG7KO_2_S97_L002_R1_001.fastq.gz	SMG7KO_2_S97_L002_R1_001.fastq.gz	ERR4330667	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4330667/ERR4330667_1.fastq.gz	SMG7 knockout clone 2	Luciferase siRNA																																											
E-MTAB-9330	Sample 9	18	E-MTAB-9330.sdrf.txt	Sample 9	ERS4811068	SAMEA7050438	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	SMG7 knockout clone 2	3	female	SIRV-Set 1 E0	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 9	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2334	209	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 9	sequencing assay	ERX4277501	SMG7KO_2_S97_L002_R2_001.fastq.gz	SMG7KO_2_S97_L002_R2_001.fastq.gz	ERR4330667	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4330667/ERR4330667_2.fastq.gz	SMG7 knockout clone 2	Luciferase siRNA																																											
E-MTAB-9330	Sample 10	19	E-MTAB-9330.sdrf.txt	Sample 10	ERS4811069	SAMEA7050439	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	SMG7 knockout clone 2	1	female	SIRV-Set 1 E1	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 10	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2678	211	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 10	sequencing assay	ERX4277502	SMG7KO_2_SMG5KD_S98_L002_R1_001.fastq.gz	SMG7KO_2_SMG5KD_S98_L002_R1_001.fastq.gz	ERR4330668	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4330668/ERR4330668_1.fastq.gz	SMG7 knockout clone 2	SMG5 knockdown by siRNA																																											
E-MTAB-9330	Sample 10	20	E-MTAB-9330.sdrf.txt	Sample 10	ERS4811069	SAMEA7050439	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	SMG7 knockout clone 2	1	female	SIRV-Set 1 E1	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 10	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2678	211	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 10	sequencing assay	ERX4277502	SMG7KO_2_SMG5KD_S98_L002_R2_001.fastq.gz	SMG7KO_2_SMG5KD_S98_L002_R2_001.fastq.gz	ERR4330668	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4330668/ERR4330668_2.fastq.gz	SMG7 knockout clone 2	SMG5 knockdown by siRNA																																											
E-MTAB-9330	Sample 11	21	E-MTAB-9330.sdrf.txt	Sample 11	ERS4811070	SAMEA7050440	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	SMG7 knockout clone 2	2	female	SIRV-Set 1 E1	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 11	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2711	213	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 11	sequencing assay	ERX4277503	SMG7KO_2_SMG5KD_S99_L002_R1_001.fastq.gz	SMG7KO_2_SMG5KD_S99_L002_R1_001.fastq.gz	ERR4330669	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330669/ERR4330669_1.fastq.gz	SMG7 knockout clone 2	SMG5 knockdown by siRNA																																											
E-MTAB-9330	Sample 11	22	E-MTAB-9330.sdrf.txt	Sample 11	ERS4811070	SAMEA7050440	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	SMG7 knockout clone 2	2	female	SIRV-Set 1 E1	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 11	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2711	213	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 11	sequencing assay	ERX4277503	SMG7KO_2_SMG5KD_S99_L002_R2_001.fastq.gz	SMG7KO_2_SMG5KD_S99_L002_R2_001.fastq.gz	ERR4330669	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330669/ERR4330669_2.fastq.gz	SMG7 knockout clone 2	SMG5 knockdown by siRNA																																											
E-MTAB-9330	Sample 12	23	E-MTAB-9330.sdrf.txt	Sample 12	ERS4811071	SAMEA7050441	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	SMG7 knockout clone 2	3	female	SIRV-Set 1 E1	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 12	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2642	202	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 12	sequencing assay	ERX4277504	SMG7KO_2_SMG5KD_S100_L002_R1_001.fastq.gz	SMG7KO_2_SMG5KD_S100_L002_R1_001.fastq.gz	ERR4330670	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330670/ERR4330670_1.fastq.gz	SMG7 knockout clone 2	SMG5 knockdown by siRNA																																											
E-MTAB-9330	Sample 12	24	E-MTAB-9330.sdrf.txt	Sample 12	ERS4811071	SAMEA7050441	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	SMG7 knockout clone 2	3	female	SIRV-Set 1 E1	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 12	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2642	202	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 12	sequencing assay	ERX4277504	SMG7KO_2_SMG5KD_S100_L002_R2_001.fastq.gz	SMG7KO_2_SMG5KD_S100_L002_R2_001.fastq.gz	ERR4330670	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330670/ERR4330670_2.fastq.gz	SMG7 knockout clone 2	SMG5 knockdown by siRNA																																											
E-MTAB-9330	Sample 13	25	E-MTAB-9330.sdrf.txt	Sample 13	ERS4811072	SAMEA7050442	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	SMG7 knockout clone 2	1	female	SIRV-Set 1 E2	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 13	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2649	207	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 13	sequencing assay	ERX4277505	SMG7KO_2_SMG6KD_S101_L002_R1_001.fastq.gz	SMG7KO_2_SMG6KD_S101_L002_R1_001.fastq.gz	ERR4330671	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330671/ERR4330671_1.fastq.gz	SMG7 knockout clone 2	SMG6 knockdown by siRNA																																											
E-MTAB-9330	Sample 13	26	E-MTAB-9330.sdrf.txt	Sample 13	ERS4811072	SAMEA7050442	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	SMG7 knockout clone 2	1	female	SIRV-Set 1 E2	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 13	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2649	207	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 13	sequencing assay	ERX4277505	SMG7KO_2_SMG6KD_S101_L002_R2_001.fastq.gz	SMG7KO_2_SMG6KD_S101_L002_R2_001.fastq.gz	ERR4330671	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330671/ERR4330671_2.fastq.gz	SMG7 knockout clone 2	SMG6 knockdown by siRNA																																											
E-MTAB-9330	Sample 14	27	E-MTAB-9330.sdrf.txt	Sample 14	ERS4811073	SAMEA7050443	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	SMG7 knockout clone 2	2	female	SIRV-Set 1 E2	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 14	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2802	202	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 14	sequencing assay	ERX4277506	SMG7KO_2_SMG6KD_S102_L002_R1_001.fastq.gz	SMG7KO_2_SMG6KD_S102_L002_R1_001.fastq.gz	ERR4330672	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330672/ERR4330672_1.fastq.gz	SMG7 knockout clone 2	SMG6 knockdown by siRNA																																											
E-MTAB-9330	Sample 14	28	E-MTAB-9330.sdrf.txt	Sample 14	ERS4811073	SAMEA7050443	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	SMG7 knockout clone 2	2	female	SIRV-Set 1 E2	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 14	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2802	202	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 14	sequencing assay	ERX4277506	SMG7KO_2_SMG6KD_S102_L002_R2_001.fastq.gz	SMG7KO_2_SMG6KD_S102_L002_R2_001.fastq.gz	ERR4330672	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330672/ERR4330672_2.fastq.gz	SMG7 knockout clone 2	SMG6 knockdown by siRNA																																											
E-MTAB-9330	Sample 15	29	E-MTAB-9330.sdrf.txt	Sample 15	ERS4811074	SAMEA7050444	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	SMG7 knockout clone 2	3	female	SIRV-Set 1 E2	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 15	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2679	193	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 15	sequencing assay	ERX4277507	SMG7KO_2_SMG6KD_S103_L002_R1_001.fastq.gz	SMG7KO_2_SMG6KD_S103_L002_R1_001.fastq.gz	ERR4330673	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330673/ERR4330673_1.fastq.gz	SMG7 knockout clone 2	SMG6 knockdown by siRNA																																											
E-MTAB-9330	Sample 15	30	E-MTAB-9330.sdrf.txt	Sample 15	ERS4811074	SAMEA7050444	Homo sapiens	Flp-In-T-REx-293	late embryo	kidney	epithelial cell	SMG7 knockout clone 2	3	female	SIRV-Set 1 E2	cell	P-MTAB-98929	P-MTAB-98933	P-MTAB-98930	P-MTAB-98931	Cologne Center for Genomics (CCG)	Sample 15	RNA	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	2679	193	P-MTAB-98932	Cologne Center for Genomics (CCG)	Sample 15	sequencing assay	ERX4277507	SMG7KO_2_SMG6KD_S103_L002_R2_001.fastq.gz	SMG7KO_2_SMG6KD_S103_L002_R2_001.fastq.gz	ERR4330673	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330673/ERR4330673_2.fastq.gz	SMG7 knockout clone 2	SMG6 knockdown by siRNA																																											
