Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[sex]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[disease]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[genotype]	Characteristics[genetic modification]	Characteristics[replicate]	Characteristics[spike in]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Protocol REF	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Performer	Derived Array Data File	Protocol REF	Performer	Derived Array Data File	Factor Value[genotype]	Factor Value[compound]	Factor Value[dose]	Unit[concentration unit]	Term Source REF	Term Accession Number	Factor Value[time]	Unit[time unit]	Term Source REF	Term Accession Number
A006850331_212527	ERS18921401	SAMEA115489574	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-KO-AA-clone B	CRISPR/Cas9	3	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212527	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212527	sequencing assay	ERX12247770		A006850331_212527_S100_L000_R2_001.fastq.gz	A006850331_212527_S100_L000_R2_001.fastq.gz	ERR12875334	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/034/ERR12875334/ERR12875334_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212527.bam	P-MTAB-142812	V. Boehm	A006850331_212527.bam.bai	SMG8-KO-AA-clone B	SMG1i	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032
A006850331_212529	ERS18921402	SAMEA115489575	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG9-KO-chop94-A	CRISPR/Cas9	1	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212529	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212529	sequencing assay	ERX12247771		A006850331_212529_S101_L000_R2_001.fastq.gz	A006850331_212529_S101_L000_R2_001.fastq.gz	ERR12875335	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/035/ERR12875335/ERR12875335_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212529.bam	P-MTAB-142812	V. Boehm	A006850331_212529.bam.bai	SMG9-KO-chop94-A	SMG1i	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032
A006850331_212529	ERS18921402	SAMEA115489575	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG9-KO-chop94-A	CRISPR/Cas9	1	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212529	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212529	sequencing assay	ERX12247771		A006850331_212529_S101_L000_R1_001.fastq.gz	A006850331_212529_S101_L000_R1_001.fastq.gz	ERR12875335	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/035/ERR12875335/ERR12875335_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212529.bam	P-MTAB-142812	V. Boehm	A006850331_212529.bam.bai	SMG9-KO-chop94-A	SMG1i	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032
A006850331_212531	ERS18921403	SAMEA115489576	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG9-KO-chop94-A	CRISPR/Cas9	2	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212531	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212531	sequencing assay	ERX12247772		A006850331_212531_S102_L000_R1_001.fastq.gz	A006850331_212531_S102_L000_R1_001.fastq.gz	ERR12875336	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/036/ERR12875336/ERR12875336_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212531.bam	P-MTAB-142812	V. Boehm	A006850331_212531.bam.bai	SMG9-KO-chop94-A	SMG1i	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032
A006850331_212531	ERS18921403	SAMEA115489576	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG9-KO-chop94-A	CRISPR/Cas9	2	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212531	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212531	sequencing assay	ERX12247772		A006850331_212531_S102_L000_R2_001.fastq.gz	A006850331_212531_S102_L000_R2_001.fastq.gz	ERR12875336	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/036/ERR12875336/ERR12875336_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212531.bam	P-MTAB-142812	V. Boehm	A006850331_212531.bam.bai	SMG9-KO-chop94-A	SMG1i	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032
A006850331_212533	ERS18921404	SAMEA115489577	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG9-KO-chop94-A	CRISPR/Cas9	3	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212533	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212533	sequencing assay	ERX12247773		A006850331_212533_S103_L000_R2_001.fastq.gz	A006850331_212533_S103_L000_R2_001.fastq.gz	ERR12875337	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/037/ERR12875337/ERR12875337_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212533.bam	P-MTAB-142812	V. Boehm	A006850331_212533.bam.bai	SMG9-KO-chop94-A	SMG1i	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032
A006850331_212533	ERS18921404	SAMEA115489577	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG9-KO-chop94-A	CRISPR/Cas9	3	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212533	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212533	sequencing assay	ERX12247773		A006850331_212533_S103_L000_R1_001.fastq.gz	A006850331_212533_S103_L000_R1_001.fastq.gz	ERR12875337	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/037/ERR12875337/ERR12875337_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212533.bam	P-MTAB-142812	V. Boehm	A006850331_212533.bam.bai	SMG9-KO-chop94-A	SMG1i	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032
A006850331_212535	ERS18921405	SAMEA115489578	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-delKID Clone 105	CRISPR/Cas9	1	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212535	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212535	sequencing assay	ERX12247774		A006850331_212535_S104_L000_R2_001.fastq.gz	A006850331_212535_S104_L000_R2_001.fastq.gz	ERR12875338	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/038/ERR12875338/ERR12875338_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212535.bam	P-MTAB-142812	V. Boehm	A006850331_212535.bam.bai	SMG8-delKID Clone 105	SMG1i	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032
A006850331_212535	ERS18921405	SAMEA115489578	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-delKID Clone 105	CRISPR/Cas9	1	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212535	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212535	sequencing assay	ERX12247774		A006850331_212535_S104_L000_R1_001.fastq.gz	A006850331_212535_S104_L000_R1_001.fastq.gz	ERR12875338	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/038/ERR12875338/ERR12875338_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212535.bam	P-MTAB-142812	V. Boehm	A006850331_212535.bam.bai	SMG8-delKID Clone 105	SMG1i	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032
A006850331_212537	ERS18921406	SAMEA115489579	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-delKID Clone 105	CRISPR/Cas9	2	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212537	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212537	sequencing assay	ERX12247775		A006850331_212537_S105_L000_R2_001.fastq.gz	A006850331_212537_S105_L000_R2_001.fastq.gz	ERR12875339	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/039/ERR12875339/ERR12875339_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212537.bam	P-MTAB-142812	V. Boehm	A006850331_212537.bam.bai	SMG8-delKID Clone 105	SMG1i	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032
A006850331_212537	ERS18921406	SAMEA115489579	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-delKID Clone 105	CRISPR/Cas9	2	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212537	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212537	sequencing assay	ERX12247775		A006850331_212537_S105_L000_R1_001.fastq.gz	A006850331_212537_S105_L000_R1_001.fastq.gz	ERR12875339	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/039/ERR12875339/ERR12875339_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212537.bam	P-MTAB-142812	V. Boehm	A006850331_212537.bam.bai	SMG8-delKID Clone 105	SMG1i	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032
A006850331_212539	ERS18921407	SAMEA115489580	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-delKID Clone 105	CRISPR/Cas9	3	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212539	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212539	sequencing assay	ERX12247776		A006850331_212539_S106_L000_R1_001.fastq.gz	A006850331_212539_S106_L000_R1_001.fastq.gz	ERR12875340	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/040/ERR12875340/ERR12875340_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212539.bam	P-MTAB-142812	V. Boehm	A006850331_212539.bam.bai	SMG8-delKID Clone 105	SMG1i	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032
A006850331_212539	ERS18921407	SAMEA115489580	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-delKID Clone 105	CRISPR/Cas9	3	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212539	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212539	sequencing assay	ERX12247776		A006850331_212539_S106_L000_R2_001.fastq.gz	A006850331_212539_S106_L000_R2_001.fastq.gz	ERR12875340	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/040/ERR12875340/ERR12875340_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212539.bam	P-MTAB-142812	V. Boehm	A006850331_212539.bam.bai	SMG8-delKID Clone 105	SMG1i	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032
