Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[sex]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[disease]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[genotype]	Characteristics[genetic modification]	Characteristics[replicate]	Characteristics[spike in]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Protocol REF	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Performer	Derived Array Data File	Protocol REF	Performer	Derived Array Data File	Factor Value[genotype]	Factor Value[compound]	Factor Value[dose]	Unit[concentration unit]	Term Source REF	Term Accession Number	Factor Value[time]	Unit[time unit]	Term Source REF	Term Accession Number
A006850331_212541	ERS18921408	SAMEA115489581	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	wild type genotype	none	1	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212541	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212541	sequencing assay	ERX12247777		A006850331_212541_S107_L000_R1_001.fastq.gz	A006850331_212541_S107_L000_R1_001.fastq.gz	ERR12875341	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/041/ERR12875341/ERR12875341_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212541.bam	P-MTAB-142812	V. Boehm	A006850331_212541.bam.bai	wild type genotype	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212541	ERS18921408	SAMEA115489581	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	wild type genotype	none	1	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212541	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212541	sequencing assay	ERX12247777		A006850331_212541_S107_L000_R2_001.fastq.gz	A006850331_212541_S107_L000_R2_001.fastq.gz	ERR12875341	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/041/ERR12875341/ERR12875341_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212541.bam	P-MTAB-142812	V. Boehm	A006850331_212541.bam.bai	wild type genotype	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212543	ERS18921409	SAMEA115489582	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	wild type genotype	none	2	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212543	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212543	sequencing assay	ERX12247778		A006850331_212543_S108_L000_R1_001.fastq.gz	A006850331_212543_S108_L000_R1_001.fastq.gz	ERR12875342	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/042/ERR12875342/ERR12875342_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212543.bam	P-MTAB-142812	V. Boehm	A006850331_212543.bam.bai	wild type genotype	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212543	ERS18921409	SAMEA115489582	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	wild type genotype	none	2	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212543	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212543	sequencing assay	ERX12247778		A006850331_212543_S108_L000_R2_001.fastq.gz	A006850331_212543_S108_L000_R2_001.fastq.gz	ERR12875342	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/042/ERR12875342/ERR12875342_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212543.bam	P-MTAB-142812	V. Boehm	A006850331_212543.bam.bai	wild type genotype	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212545	ERS18921410	SAMEA115489583	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	wild type genotype	none	3	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212545	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212545	sequencing assay	ERX12247779		A006850331_212545_S109_L000_R2_001.fastq.gz	A006850331_212545_S109_L000_R2_001.fastq.gz	ERR12875343	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/043/ERR12875343/ERR12875343_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212545.bam	P-MTAB-142812	V. Boehm	A006850331_212545.bam.bai	wild type genotype	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212545	ERS18921410	SAMEA115489583	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	wild type genotype	none	3	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212545	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212545	sequencing assay	ERX12247779		A006850331_212545_S109_L000_R1_001.fastq.gz	A006850331_212545_S109_L000_R1_001.fastq.gz	ERR12875343	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/043/ERR12875343/ERR12875343_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212545.bam	P-MTAB-142812	V. Boehm	A006850331_212545.bam.bai	wild type genotype	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212547	ERS18921411	SAMEA115489584	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-KO-AA-clone B	CRISPR/Cas9	1	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212547	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212547	sequencing assay	ERX12247780		A006850331_212547_S110_L000_R1_001.fastq.gz	A006850331_212547_S110_L000_R1_001.fastq.gz	ERR12875344	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/044/ERR12875344/ERR12875344_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212547.bam	P-MTAB-142812	V. Boehm	A006850331_212547.bam.bai	SMG8-KO-AA-clone B	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212547	ERS18921411	SAMEA115489584	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-KO-AA-clone B	CRISPR/Cas9	1	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212547	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212547	sequencing assay	ERX12247780		A006850331_212547_S110_L000_R2_001.fastq.gz	A006850331_212547_S110_L000_R2_001.fastq.gz	ERR12875344	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/044/ERR12875344/ERR12875344_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212547.bam	P-MTAB-142812	V. Boehm	A006850331_212547.bam.bai	SMG8-KO-AA-clone B	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212549	ERS18921412	SAMEA115489585	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-KO-AA-clone B	CRISPR/Cas9	2	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212549	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212549	sequencing assay	ERX12247781		A006850331_212549_S111_L000_R1_001.fastq.gz	A006850331_212549_S111_L000_R1_001.fastq.gz	ERR12875345	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/045/ERR12875345/ERR12875345_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212549.bam	P-MTAB-142812	V. Boehm	A006850331_212549.bam.bai	SMG8-KO-AA-clone B	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212549	ERS18921412	SAMEA115489585	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-KO-AA-clone B	CRISPR/Cas9	2	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212549	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212549	sequencing assay	ERX12247781		A006850331_212549_S111_L000_R2_001.fastq.gz	A006850331_212549_S111_L000_R2_001.fastq.gz	ERR12875345	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/045/ERR12875345/ERR12875345_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212549.bam	P-MTAB-142812	V. Boehm	A006850331_212549.bam.bai	SMG8-KO-AA-clone B	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212551	ERS18921413	SAMEA115489586	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-KO-AA-clone B	CRISPR/Cas9	3	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212551	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212551	sequencing assay	ERX12247782		A006850331_212551_S112_L000_R2_001.fastq.gz	A006850331_212551_S112_L000_R2_001.fastq.gz	ERR12875346	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/046/ERR12875346/ERR12875346_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212551.bam	P-MTAB-142812	V. Boehm	A006850331_212551.bam.bai	SMG8-KO-AA-clone B	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212551	ERS18921413	SAMEA115489586	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-KO-AA-clone B	CRISPR/Cas9	3	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212551	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212551	sequencing assay	ERX12247782		A006850331_212551_S112_L000_R1_001.fastq.gz	A006850331_212551_S112_L000_R1_001.fastq.gz	ERR12875346	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/046/ERR12875346/ERR12875346_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212551.bam	P-MTAB-142812	V. Boehm	A006850331_212551.bam.bai	SMG8-KO-AA-clone B	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212553	ERS18921414	SAMEA115489587	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG9-KO-chop94-A	CRISPR/Cas9	1	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212553	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212553	sequencing assay	ERX12247783		A006850331_212553_S113_L000_R1_001.fastq.gz	A006850331_212553_S113_L000_R1_001.fastq.gz	ERR12875347	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/047/ERR12875347/ERR12875347_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212553.bam	P-MTAB-142812	V. Boehm	A006850331_212553.bam.bai	SMG9-KO-chop94-A	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212553	ERS18921414	SAMEA115489587	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG9-KO-chop94-A	CRISPR/Cas9	1	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212553	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212553	sequencing assay	ERX12247783		A006850331_212553_S113_L000_R2_001.fastq.gz	A006850331_212553_S113_L000_R2_001.fastq.gz	ERR12875347	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/047/ERR12875347/ERR12875347_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212553.bam	P-MTAB-142812	V. Boehm	A006850331_212553.bam.bai	SMG9-KO-chop94-A	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212555	ERS18921415	SAMEA115489588	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG9-KO-chop94-A	CRISPR/Cas9	2	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212555	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212555	sequencing assay	ERX12247784		A006850331_212555_S114_L000_R1_001.fastq.gz	A006850331_212555_S114_L000_R1_001.fastq.gz	ERR12875348	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/048/ERR12875348/ERR12875348_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212555.bam	P-MTAB-142812	V. Boehm	A006850331_212555.bam.bai	SMG9-KO-chop94-A	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212555	ERS18921415	SAMEA115489588	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG9-KO-chop94-A	CRISPR/Cas9	2	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212555	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212555	sequencing assay	ERX12247784		A006850331_212555_S114_L000_R2_001.fastq.gz	A006850331_212555_S114_L000_R2_001.fastq.gz	ERR12875348	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/048/ERR12875348/ERR12875348_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212555.bam	P-MTAB-142812	V. Boehm	A006850331_212555.bam.bai	SMG9-KO-chop94-A	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212557	ERS18921416	SAMEA115489589	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG9-KO-chop94-A	CRISPR/Cas9	3	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212557	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212557	sequencing assay	ERX12247785		A006850331_212557_S115_L000_R1_001.fastq.gz	A006850331_212557_S115_L000_R1_001.fastq.gz	ERR12875349	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/049/ERR12875349/ERR12875349_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212557.bam	P-MTAB-142812	V. Boehm	A006850331_212557.bam.bai	SMG9-KO-chop94-A	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212557	ERS18921416	SAMEA115489589	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG9-KO-chop94-A	CRISPR/Cas9	3	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212557	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212557	sequencing assay	ERX12247785		A006850331_212557_S115_L000_R2_001.fastq.gz	A006850331_212557_S115_L000_R2_001.fastq.gz	ERR12875349	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/049/ERR12875349/ERR12875349_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212557.bam	P-MTAB-142812	V. Boehm	A006850331_212557.bam.bai	SMG9-KO-chop94-A	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212559	ERS18921417	SAMEA115489590	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-delKID Clone 105	CRISPR/Cas9	1	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212559	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212559	sequencing assay	ERX12247786		A006850331_212559_S116_L000_R2_001.fastq.gz	A006850331_212559_S116_L000_R2_001.fastq.gz	ERR12875350	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/050/ERR12875350/ERR12875350_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212559.bam	P-MTAB-142812	V. Boehm	A006850331_212559.bam.bai	SMG8-delKID Clone 105	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212559	ERS18921417	SAMEA115489590	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-delKID Clone 105	CRISPR/Cas9	1	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212559	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212559	sequencing assay	ERX12247786		A006850331_212559_S116_L000_R1_001.fastq.gz	A006850331_212559_S116_L000_R1_001.fastq.gz	ERR12875350	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/050/ERR12875350/ERR12875350_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212559.bam	P-MTAB-142812	V. Boehm	A006850331_212559.bam.bai	SMG8-delKID Clone 105	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212561	ERS18921418	SAMEA115489591	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-delKID Clone 105	CRISPR/Cas9	2	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212561	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212561	sequencing assay	ERX12247787		A006850331_212561_S117_L000_R1_001.fastq.gz	A006850331_212561_S117_L000_R1_001.fastq.gz	ERR12875351	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/051/ERR12875351/ERR12875351_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212561.bam	P-MTAB-142812	V. Boehm	A006850331_212561.bam.bai	SMG8-delKID Clone 105	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212561	ERS18921418	SAMEA115489591	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-delKID Clone 105	CRISPR/Cas9	2	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212561	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212561	sequencing assay	ERX12247787		A006850331_212561_S117_L000_R2_001.fastq.gz	A006850331_212561_S117_L000_R2_001.fastq.gz	ERR12875351	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/051/ERR12875351/ERR12875351_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212561.bam	P-MTAB-142812	V. Boehm	A006850331_212561.bam.bai	SMG8-delKID Clone 105	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212563	ERS18921419	SAMEA115489592	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-delKID Clone 105	CRISPR/Cas9	3	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212563	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212563	sequencing assay	ERX12247788		A006850331_212563_S118_L000_R1_001.fastq.gz	A006850331_212563_S118_L000_R1_001.fastq.gz	ERR12875352	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/052/ERR12875352/ERR12875352_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212563.bam	P-MTAB-142812	V. Boehm	A006850331_212563.bam.bai	SMG8-delKID Clone 105	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212563	ERS18921419	SAMEA115489592	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-delKID Clone 105	CRISPR/Cas9	3	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212563	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212563	sequencing assay	ERX12247788		A006850331_212563_S118_L000_R2_001.fastq.gz	A006850331_212563_S118_L000_R2_001.fastq.gz	ERR12875352	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/052/ERR12875352/ERR12875352_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212563.bam	P-MTAB-142812	V. Boehm	A006850331_212563.bam.bai	SMG8-delKID Clone 105	SMG1i	0.1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212565	ERS18921420	SAMEA115489593	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	wild type genotype	none	1	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212565	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212565	sequencing assay	ERX12247789		A006850331_212565_S119_L000_R1_001.fastq.gz	A006850331_212565_S119_L000_R1_001.fastq.gz	ERR12875353	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/053/ERR12875353/ERR12875353_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212565.bam	P-MTAB-142812	V. Boehm	A006850331_212565.bam.bai	wild type genotype	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
