Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell line]	Characteristics[genotype]	Material Type	Description	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[genotype]	Factor Value[RNA interference]
106034	ERS3917160	SAMEA6116900	Homo sapiens	Flp-In-T-REx-293	wild type genotype	cell	WT3	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106034	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106034	sequencing assay	ERX3613465	A006850026_106034_S3_L003_R1_001.fastq.gz	A006850026_106034_S3_L003_R1_001.fastq.gz	ERR3618022	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/002/ERR3618022/ERR3618022_1.fastq.gz	wild type genotype	none
106034	ERS3917160	SAMEA6116900	Homo sapiens	Flp-In-T-REx-293	wild type genotype	cell	WT3	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106034	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106034	sequencing assay	ERX3613465	A006850026_106034_S3_L003_R2_001.fastq.gz	A006850026_106034_S3_L003_R2_001.fastq.gz	ERR3618022	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/002/ERR3618022/ERR3618022_2.fastq.gz	wild type genotype	none
106034	ERS3917160	SAMEA6116900	Homo sapiens	Flp-In-T-REx-293	wild type genotype	cell	WT3	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106034	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106034	sequencing assay	ERX3613465	A006850026_106034_S3_L004_R1_001.fastq.gz	A006850026_106034_S3_L004_R1_001.fastq.gz	ERR3618023	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/003/ERR3618023/ERR3618023_1.fastq.gz	wild type genotype	none
106034	ERS3917160	SAMEA6116900	Homo sapiens	Flp-In-T-REx-293	wild type genotype	cell	WT3	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106034	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106034	sequencing assay	ERX3613465	A006850026_106034_S3_L004_R2_001.fastq.gz	A006850026_106034_S3_L004_R2_001.fastq.gz	ERR3618023	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/003/ERR3618023/ERR3618023_2.fastq.gz	wild type genotype	none
106036	ERS3917161	SAMEA6116901	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106036	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106036	sequencing assay	ERX3613466	A006200038_106036_S4_L001_R1_001.fastq.gz	A006200038_106036_S4_L001_R1_001.fastq.gz	ERR3618024	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/004/ERR3618024/ERR3618024_1.fastq.gz	CASC3 knockout (H)	Luc siRNA
106036	ERS3917161	SAMEA6116901	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106036	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106036	sequencing assay	ERX3613466	A006200038_106036_S4_L001_R2_001.fastq.gz	A006200038_106036_S4_L001_R2_001.fastq.gz	ERR3618024	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/004/ERR3618024/ERR3618024_2.fastq.gz	CASC3 knockout (H)	Luc siRNA
106036	ERS3917161	SAMEA6116901	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106036	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106036	sequencing assay	ERX3613466	A006200038_106036_S4_L002_R1_001.fastq.gz	A006200038_106036_S4_L002_R1_001.fastq.gz	ERR3618025	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/005/ERR3618025/ERR3618025_1.fastq.gz	CASC3 knockout (H)	Luc siRNA
106036	ERS3917161	SAMEA6116901	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106036	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106036	sequencing assay	ERX3613466	A006200038_106036_S4_L002_R2_001.fastq.gz	A006200038_106036_S4_L002_R2_001.fastq.gz	ERR3618025	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/005/ERR3618025/ERR3618025_2.fastq.gz	CASC3 knockout (H)	Luc siRNA
106036	ERS3917161	SAMEA6116901	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106036	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106036	sequencing assay	ERX3613466	A006850026_106036_S4_L003_R1_001.fastq.gz	A006850026_106036_S4_L003_R1_001.fastq.gz	ERR3618026	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/006/ERR3618026/ERR3618026_1.fastq.gz	CASC3 knockout (H)	Luc siRNA
106036	ERS3917161	SAMEA6116901	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106036	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106036	sequencing assay	ERX3613466	A006850026_106036_S4_L003_R2_001.fastq.gz	A006850026_106036_S4_L003_R2_001.fastq.gz	ERR3618026	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/006/ERR3618026/ERR3618026_2.fastq.gz	CASC3 knockout (H)	Luc siRNA
106036	ERS3917161	SAMEA6116901	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106036	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106036	sequencing assay	ERX3613466	A006850026_106036_S4_L004_R1_001.fastq.gz	A006850026_106036_S4_L004_R1_001.fastq.gz	ERR3618027	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/007/ERR3618027/ERR3618027_1.fastq.gz	CASC3 knockout (H)	Luc siRNA
106036	ERS3917161	SAMEA6116901	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106036	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106036	sequencing assay	ERX3613466	A006850026_106036_S4_L004_R2_001.fastq.gz	A006850026_106036_S4_L004_R2_001.fastq.gz	ERR3618027	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/007/ERR3618027/ERR3618027_2.fastq.gz	CASC3 knockout (H)	Luc siRNA
106038	ERS3917162	SAMEA6116902	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H2	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106038	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106038	sequencing assay	ERX3613467	A006200038_106038_S5_L001_R1_001.fastq.gz	A006200038_106038_S5_L001_R1_001.fastq.gz	ERR3618028	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/008/ERR3618028/ERR3618028_1.fastq.gz	CASC3 knockout (H)	Luc siRNA
106038	ERS3917162	SAMEA6116902	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H2	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106038	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106038	sequencing assay	ERX3613467	A006200038_106038_S5_L001_R2_001.fastq.gz	A006200038_106038_S5_L001_R2_001.fastq.gz	ERR3618028	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/008/ERR3618028/ERR3618028_2.fastq.gz	CASC3 knockout (H)	Luc siRNA
106038	ERS3917162	SAMEA6116902	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H2	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106038	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106038	sequencing assay	ERX3613467	A006200038_106038_S5_L002_R1_001.fastq.gz	A006200038_106038_S5_L002_R1_001.fastq.gz	ERR3618029	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/009/ERR3618029/ERR3618029_1.fastq.gz	CASC3 knockout (H)	Luc siRNA
106038	ERS3917162	SAMEA6116902	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H2	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106038	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106038	sequencing assay	ERX3613467	A006200038_106038_S5_L002_R2_001.fastq.gz	A006200038_106038_S5_L002_R2_001.fastq.gz	ERR3618029	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/009/ERR3618029/ERR3618029_2.fastq.gz	CASC3 knockout (H)	Luc siRNA
106038	ERS3917162	SAMEA6116902	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H2	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106038	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106038	sequencing assay	ERX3613467	A006850026_106038_S5_L003_R1_001.fastq.gz	A006850026_106038_S5_L003_R1_001.fastq.gz	ERR3618030	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/000/ERR3618030/ERR3618030_1.fastq.gz	CASC3 knockout (H)	Luc siRNA
106038	ERS3917162	SAMEA6116902	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H2	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106038	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106038	sequencing assay	ERX3613467	A006850026_106038_S5_L003_R2_001.fastq.gz	A006850026_106038_S5_L003_R2_001.fastq.gz	ERR3618030	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/000/ERR3618030/ERR3618030_2.fastq.gz	CASC3 knockout (H)	Luc siRNA
106038	ERS3917162	SAMEA6116902	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H2	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106038	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106038	sequencing assay	ERX3613467	A006850026_106038_S5_L004_R1_001.fastq.gz	A006850026_106038_S5_L004_R1_001.fastq.gz	ERR3618031	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/001/ERR3618031/ERR3618031_1.fastq.gz	CASC3 knockout (H)	Luc siRNA
106038	ERS3917162	SAMEA6116902	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H2	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106038	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106038	sequencing assay	ERX3613467	A006850026_106038_S5_L004_R2_001.fastq.gz	A006850026_106038_S5_L004_R2_001.fastq.gz	ERR3618031	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/001/ERR3618031/ERR3618031_2.fastq.gz	CASC3 knockout (H)	Luc siRNA
106040	ERS3917163	SAMEA6116903	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H3	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106040	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106040	sequencing assay	ERX3613468	A006200038_106040_S6_L001_R1_001.fastq.gz	A006200038_106040_S6_L001_R1_001.fastq.gz	ERR3618032	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/002/ERR3618032/ERR3618032_1.fastq.gz	CASC3 knockout (H)	Luc siRNA
106040	ERS3917163	SAMEA6116903	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H3	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106040	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106040	sequencing assay	ERX3613468	A006200038_106040_S6_L001_R2_001.fastq.gz	A006200038_106040_S6_L001_R2_001.fastq.gz	ERR3618032	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/002/ERR3618032/ERR3618032_2.fastq.gz	CASC3 knockout (H)	Luc siRNA
106040	ERS3917163	SAMEA6116903	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H3	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106040	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106040	sequencing assay	ERX3613468	A006200038_106040_S6_L002_R1_001.fastq.gz	A006200038_106040_S6_L002_R1_001.fastq.gz	ERR3618033	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/003/ERR3618033/ERR3618033_1.fastq.gz	CASC3 knockout (H)	Luc siRNA
106040	ERS3917163	SAMEA6116903	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H3	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106040	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106040	sequencing assay	ERX3613468	A006200038_106040_S6_L002_R2_001.fastq.gz	A006200038_106040_S6_L002_R2_001.fastq.gz	ERR3618033	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/003/ERR3618033/ERR3618033_2.fastq.gz	CASC3 knockout (H)	Luc siRNA
106040	ERS3917163	SAMEA6116903	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H3	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106040	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106040	sequencing assay	ERX3613468	A006850026_106040_S6_L003_R1_001.fastq.gz	A006850026_106040_S6_L003_R1_001.fastq.gz	ERR3618034	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/004/ERR3618034/ERR3618034_1.fastq.gz	CASC3 knockout (H)	Luc siRNA
106040	ERS3917163	SAMEA6116903	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H3	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106040	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106040	sequencing assay	ERX3613468	A006850026_106040_S6_L003_R2_001.fastq.gz	A006850026_106040_S6_L003_R2_001.fastq.gz	ERR3618034	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/004/ERR3618034/ERR3618034_2.fastq.gz	CASC3 knockout (H)	Luc siRNA
106040	ERS3917163	SAMEA6116903	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H3	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106040	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106040	sequencing assay	ERX3613468	A006850026_106040_S6_L004_R1_001.fastq.gz	A006850026_106040_S6_L004_R1_001.fastq.gz	ERR3618035	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/005/ERR3618035/ERR3618035_1.fastq.gz	CASC3 knockout (H)	Luc siRNA
106040	ERS3917163	SAMEA6116903	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	H3	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106040	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106040	sequencing assay	ERX3613468	A006850026_106040_S6_L004_R2_001.fastq.gz	A006850026_106040_S6_L004_R2_001.fastq.gz	ERR3618035	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/005/ERR3618035/ERR3618035_2.fastq.gz	CASC3 knockout (H)	Luc siRNA
106042	ERS3917164	SAMEA6116904	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106042	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106042	sequencing assay	ERX3613469	A006200038_106042_S7_L001_R1_001.fastq.gz	A006200038_106042_S7_L001_R1_001.fastq.gz	ERR3618036	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/006/ERR3618036/ERR3618036_1.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
106042	ERS3917164	SAMEA6116904	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106042	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106042	sequencing assay	ERX3613469	A006200038_106042_S7_L001_R2_001.fastq.gz	A006200038_106042_S7_L001_R2_001.fastq.gz	ERR3618036	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/006/ERR3618036/ERR3618036_2.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
