Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell line]	Characteristics[sex]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[disease]	Characteristics[cell type]	Characteristics[genotype]	Characteristics[genetic modification]	Characteristics[recovery]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[replicate]	Characteristics[spike in]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Performer	Derived Array Data File	Protocol REF	Performer	Derived Array Data File	Factor Value[compound]	Factor Value[dose]	Unit[concentration unit]	Factor Value[time]	Unit[time unit]	Factor Value[recovery]	Unit[time unit]
200709	ERS24934172	SAMEA118544308	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	4	hour	EFO	UO_0000032	2	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200709	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200709	sequencing assay	ERX14514560	A006850289_200709_S26_L000_R1_001.fastq.gz	A006850289_200709_S26_L000_R1_001.fastq.gz	ERR15109862	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/062/ERR15109862/ERR15109862_1.fastq.gz	P-MTAB-156251	V. Boehm	200709.bam	P-MTAB-156251	V. Boehm	200709.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	4	hour
200709	ERS24934172	SAMEA118544308	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	4	hour	EFO	UO_0000032	2	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200709	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200709	sequencing assay	ERX14514560	A006850289_200709_S26_L000_R2_001.fastq.gz	A006850289_200709_S26_L000_R2_001.fastq.gz	ERR15109862	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/062/ERR15109862/ERR15109862_2.fastq.gz	P-MTAB-156251	V. Boehm	200709.bam	P-MTAB-156251	V. Boehm	200709.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	4	hour
200711	ERS24934173	SAMEA118544309	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	4	hour	EFO	UO_0000032	3	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200711	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200711	sequencing assay	ERX14514561	A006850289_200711_S27_L000_R1_001.fastq.gz	A006850289_200711_S27_L000_R1_001.fastq.gz	ERR15109863	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/063/ERR15109863/ERR15109863_1.fastq.gz	P-MTAB-156251	V. Boehm	200711.bam	P-MTAB-156251	V. Boehm	200711.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	4	hour
200711	ERS24934173	SAMEA118544309	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	4	hour	EFO	UO_0000032	3	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200711	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200711	sequencing assay	ERX14514561	A006850289_200711_S27_L000_R2_001.fastq.gz	A006850289_200711_S27_L000_R2_001.fastq.gz	ERR15109863	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/063/ERR15109863/ERR15109863_2.fastq.gz	P-MTAB-156251	V. Boehm	200711.bam	P-MTAB-156251	V. Boehm	200711.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	4	hour
200713	ERS24934174	SAMEA118544310	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	8	hour	EFO	UO_0000032	1	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200713	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200713	sequencing assay	ERX14514562	A006850289_200713_S28_L000_R1_001.fastq.gz	A006850289_200713_S28_L000_R1_001.fastq.gz	ERR15109864	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/064/ERR15109864/ERR15109864_1.fastq.gz	P-MTAB-156251	V. Boehm	200713.bam	P-MTAB-156251	V. Boehm	200713.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	8	hour
200713	ERS24934174	SAMEA118544310	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	8	hour	EFO	UO_0000032	1	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200713	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200713	sequencing assay	ERX14514562	A006850289_200713_S28_L000_R2_001.fastq.gz	A006850289_200713_S28_L000_R2_001.fastq.gz	ERR15109864	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/064/ERR15109864/ERR15109864_2.fastq.gz	P-MTAB-156251	V. Boehm	200713.bam	P-MTAB-156251	V. Boehm	200713.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	8	hour
200715	ERS24934175	SAMEA118544311	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	8	hour	EFO	UO_0000032	2	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200715	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200715	sequencing assay	ERX14514563	A006850289_200715_S29_L000_R1_001.fastq.gz	A006850289_200715_S29_L000_R1_001.fastq.gz	ERR15109865	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/065/ERR15109865/ERR15109865_1.fastq.gz	P-MTAB-156251	V. Boehm	200715.bam	P-MTAB-156251	V. Boehm	200715.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	8	hour
200715	ERS24934175	SAMEA118544311	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	8	hour	EFO	UO_0000032	2	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200715	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200715	sequencing assay	ERX14514563	A006850289_200715_S29_L000_R2_001.fastq.gz	A006850289_200715_S29_L000_R2_001.fastq.gz	ERR15109865	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/065/ERR15109865/ERR15109865_2.fastq.gz	P-MTAB-156251	V. Boehm	200715.bam	P-MTAB-156251	V. Boehm	200715.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	8	hour
200717	ERS24934176	SAMEA118544312	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	8	hour	EFO	UO_0000032	3	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200717	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200717	sequencing assay	ERX14514564	A006850289_200717_S30_L000_R1_001.fastq.gz	A006850289_200717_S30_L000_R1_001.fastq.gz	ERR15109866	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/066/ERR15109866/ERR15109866_1.fastq.gz	P-MTAB-156251	V. Boehm	200717.bam	P-MTAB-156251	V. Boehm	200717.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	8	hour
200717	ERS24934176	SAMEA118544312	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	8	hour	EFO	UO_0000032	3	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200717	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200717	sequencing assay	ERX14514564	A006850289_200717_S30_L000_R2_001.fastq.gz	A006850289_200717_S30_L000_R2_001.fastq.gz	ERR15109866	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/066/ERR15109866/ERR15109866_2.fastq.gz	P-MTAB-156251	V. Boehm	200717.bam	P-MTAB-156251	V. Boehm	200717.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	8	hour
200719	ERS24934177	SAMEA118544313	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	12	hour	EFO	UO_0000032	1	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200719	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200719	sequencing assay	ERX14514565	A006850289_200719_S31_L000_R1_001.fastq.gz	A006850289_200719_S31_L000_R1_001.fastq.gz	ERR15109867	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/067/ERR15109867/ERR15109867_1.fastq.gz	P-MTAB-156251	V. Boehm	200719.bam	P-MTAB-156251	V. Boehm	200719.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	12	hour
200719	ERS24934177	SAMEA118544313	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	12	hour	EFO	UO_0000032	1	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200719	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200719	sequencing assay	ERX14514565	A006850289_200719_S31_L000_R2_001.fastq.gz	A006850289_200719_S31_L000_R2_001.fastq.gz	ERR15109867	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/067/ERR15109867/ERR15109867_2.fastq.gz	P-MTAB-156251	V. Boehm	200719.bam	P-MTAB-156251	V. Boehm	200719.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	12	hour
200721	ERS24934178	SAMEA118544314	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	12	hour	EFO	UO_0000032	2	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200721	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200721	sequencing assay	ERX14514566	A006850289_200721_S32_L000_R1_001.fastq.gz	A006850289_200721_S32_L000_R1_001.fastq.gz	ERR15109868	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/068/ERR15109868/ERR15109868_1.fastq.gz	P-MTAB-156251	V. Boehm	200721.bam	P-MTAB-156251	V. Boehm	200721.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	12	hour
200721	ERS24934178	SAMEA118544314	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	12	hour	EFO	UO_0000032	2	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200721	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200721	sequencing assay	ERX14514566	A006850289_200721_S32_L000_R2_001.fastq.gz	A006850289_200721_S32_L000_R2_001.fastq.gz	ERR15109868	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/068/ERR15109868/ERR15109868_2.fastq.gz	P-MTAB-156251	V. Boehm	200721.bam	P-MTAB-156251	V. Boehm	200721.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	12	hour
200723	ERS24934179	SAMEA118544315	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	12	hour	EFO	UO_0000032	3	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200723	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200723	sequencing assay	ERX14514567	A006850289_200723_S33_L000_R1_001.fastq.gz	A006850289_200723_S33_L000_R1_001.fastq.gz	ERR15109869	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/069/ERR15109869/ERR15109869_1.fastq.gz	P-MTAB-156251	V. Boehm	200723.bam	P-MTAB-156251	V. Boehm	200723.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	12	hour
200723	ERS24934179	SAMEA118544315	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	12	hour	EFO	UO_0000032	3	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200723	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200723	sequencing assay	ERX14514567	A006850289_200723_S33_L000_R2_001.fastq.gz	A006850289_200723_S33_L000_R2_001.fastq.gz	ERR15109869	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/069/ERR15109869/ERR15109869_2.fastq.gz	P-MTAB-156251	V. Boehm	200723.bam	P-MTAB-156251	V. Boehm	200723.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	12	hour
200725	ERS24934180	SAMEA118544316	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	24	hour	EFO	UO_0000032	1	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200725	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200725	sequencing assay	ERX14514568	A006850289_200725_S34_L000_R1_001.fastq.gz	A006850289_200725_S34_L000_R1_001.fastq.gz	ERR15109870	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/070/ERR15109870/ERR15109870_1.fastq.gz	P-MTAB-156251	V. Boehm	200725.bam	P-MTAB-156251	V. Boehm	200725.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	24	hour
200725	ERS24934180	SAMEA118544316	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	24	hour	EFO	UO_0000032	1	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200725	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200725	sequencing assay	ERX14514568	A006850289_200725_S34_L000_R2_001.fastq.gz	A006850289_200725_S34_L000_R2_001.fastq.gz	ERR15109870	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/070/ERR15109870/ERR15109870_2.fastq.gz	P-MTAB-156251	V. Boehm	200725.bam	P-MTAB-156251	V. Boehm	200725.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	24	hour
200727	ERS24934181	SAMEA118544317	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	24	hour	EFO	UO_0000032	2	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200727	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200727	sequencing assay	ERX14514569	A006850289_200727_S35_L000_R1_001.fastq.gz	A006850289_200727_S35_L000_R1_001.fastq.gz	ERR15109871	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/071/ERR15109871/ERR15109871_1.fastq.gz	P-MTAB-156251	V. Boehm	200727.bam	P-MTAB-156251	V. Boehm	200727.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	24	hour
200727	ERS24934181	SAMEA118544317	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	24	hour	EFO	UO_0000032	2	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200727	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200727	sequencing assay	ERX14514569	A006850289_200727_S35_L000_R2_001.fastq.gz	A006850289_200727_S35_L000_R2_001.fastq.gz	ERR15109871	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/071/ERR15109871/ERR15109871_2.fastq.gz	P-MTAB-156251	V. Boehm	200727.bam	P-MTAB-156251	V. Boehm	200727.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	24	hour
200729	ERS24934182	SAMEA118544318	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	24	hour	EFO	UO_0000032	3	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200729	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200729	sequencing assay	ERX14514570	A006850289_200729_S36_L000_R1_001.fastq.gz	A006850289_200729_S36_L000_R1_001.fastq.gz	ERR15109872	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/072/ERR15109872/ERR15109872_1.fastq.gz	P-MTAB-156251	V. Boehm	200729.bam	P-MTAB-156251	V. Boehm	200729.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	24	hour
200729	ERS24934182	SAMEA118544318	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	24	hour	EFO	UO_0000032	3	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200729	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200729	sequencing assay	ERX14514570	A006850289_200729_S36_L000_R2_001.fastq.gz	A006850289_200729_S36_L000_R2_001.fastq.gz	ERR15109872	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/072/ERR15109872/ERR15109872_2.fastq.gz	P-MTAB-156251	V. Boehm	200729.bam	P-MTAB-156251	V. Boehm	200729.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	24	hour
200731	ERS24934183	SAMEA118544319	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	48	hour	EFO	UO_0000032	1	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200731	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200731	sequencing assay	ERX14514571	A006850289_200731_S37_L000_R1_001.fastq.gz	A006850289_200731_S37_L000_R1_001.fastq.gz	ERR15109873	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/073/ERR15109873/ERR15109873_1.fastq.gz	P-MTAB-156251	V. Boehm	200731.bam	P-MTAB-156251	V. Boehm	200731.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	48	hour
200731	ERS24934183	SAMEA118544319	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	48	hour	EFO	UO_0000032	1	ERCC	RNA	P-MTAB-156245	D. Wallmeroth	P-MTAB-156249	D. Wallmeroth	P-MTAB-156250	D. Wallmeroth	P-MTAB-156246	D. Wallmeroth	P-MTAB-156247	Cologne Center for Genomics (CCG)	200731	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-156248	Cologne Center for Genomics (CCG)	200731	sequencing assay	ERX14514571	A006850289_200731_S37_L000_R2_001.fastq.gz	A006850289_200731_S37_L000_R2_001.fastq.gz	ERR15109873	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/073/ERR15109873/ERR15109873_2.fastq.gz	P-MTAB-156251	V. Boehm	200731.bam	P-MTAB-156251	V. Boehm	200731.bam.bai	indole-3-acetic acid (IAA)	500	micromolar	24	hour	48	hour
