GSE_ID	Sample_ID	evidence_type	field_raw	value
GSE162199	GSM4946437	control_term	data_processing5	For RNA-seq: DESeq2 (version 1.18.1 ) was used to detect differentially expressed genes using a significance threshold of adjusted p-value <.05.12 To identify genes that have a significant change in response to EJC KD in WT vs. METTL3mut cells, the design formula ~ genotype + treatment + genotype:treatment was used.
GSE162199	GSM4946437	control_term	genotype	WT
GSE162199	GSM4946437	perturbation_mechanism	data_processing3	For MPm6A: Reads were mapped back to a reference genome containing the designed sequences with HISAT27 (version 2.1.0), with option -k 1. Counts for each sequence were calculated with samtools (version 1.7) idxstats and sequences with at least 10 counts for all barcoded experimental and mutant sequences were retained.
GSE162199	GSM4946437	perturbation_mechanism	data_processing5	For RNA-seq: DESeq2 (version 1.18.1 ) was used to detect differentially expressed genes using a significance threshold of adjusted p-value <.05.12 To identify genes that have a significant change in response to EJC KD in WT vs. METTL3mut cells, the design formula ~ genotype + treatment + genotype:treatment was used.
GSE162199	GSM4946437	perturbation_mechanism	treatment	siRBM8A-1 KD
GSE162199	GSM4946437	tissue_field	source_name_ch1	HeLa
GSE162199	GSM4946437	tissue_field	cell.line	HeLa
GSE162199	GSM4946438	control_term	data_processing5	For RNA-seq: DESeq2 (version 1.18.1 ) was used to detect differentially expressed genes using a significance threshold of adjusted p-value <.05.12 To identify genes that have a significant change in response to EJC KD in WT vs. METTL3mut cells, the design formula ~ genotype + treatment + genotype:treatment was used.
GSE162199	GSM4946438	control_term	genotype	WT
GSE162199	GSM4946438	perturbation_mechanism	data_processing3	For MPm6A: Reads were mapped back to a reference genome containing the designed sequences with HISAT27 (version 2.1.0), with option -k 1. Counts for each sequence were calculated with samtools (version 1.7) idxstats and sequences with at least 10 counts for all barcoded experimental and mutant sequences were retained.
GSE162199	GSM4946438	perturbation_mechanism	data_processing5	For RNA-seq: DESeq2 (version 1.18.1 ) was used to detect differentially expressed genes using a significance threshold of adjusted p-value <.05.12 To identify genes that have a significant change in response to EJC KD in WT vs. METTL3mut cells, the design formula ~ genotype + treatment + genotype:treatment was used.
GSE162199	GSM4946438	perturbation_mechanism	treatment	siControl KD
GSE162199	GSM4946438	tissue_field	source_name_ch1	HeLa
GSE162199	GSM4946438	tissue_field	cell.line	HeLa
GSE162199	GSM4946439	control_term	data_processing5	For RNA-seq: DESeq2 (version 1.18.1 ) was used to detect differentially expressed genes using a significance threshold of adjusted p-value <.05.12 To identify genes that have a significant change in response to EJC KD in WT vs. METTL3mut cells, the design formula ~ genotype + treatment + genotype:treatment was used.
GSE162199	GSM4946439	control_term	genotype	WT
GSE162199	GSM4946439	perturbation_mechanism	data_processing3	For MPm6A: Reads were mapped back to a reference genome containing the designed sequences with HISAT27 (version 2.1.0), with option -k 1. Counts for each sequence were calculated with samtools (version 1.7) idxstats and sequences with at least 10 counts for all barcoded experimental and mutant sequences were retained.
GSE162199	GSM4946439	perturbation_mechanism	data_processing5	For RNA-seq: DESeq2 (version 1.18.1 ) was used to detect differentially expressed genes using a significance threshold of adjusted p-value <.05.12 To identify genes that have a significant change in response to EJC KD in WT vs. METTL3mut cells, the design formula ~ genotype + treatment + genotype:treatment was used.
GSE162199	GSM4946439	perturbation_mechanism	treatment	siControl KD
GSE162199	GSM4946439	tissue_field	source_name_ch1	HeLa
GSE162199	GSM4946439	tissue_field	cell.line	HeLa
GSE162199	GSM4946440	control_term	data_processing5	For RNA-seq: DESeq2 (version 1.18.1 ) was used to detect differentially expressed genes using a significance threshold of adjusted p-value <.05.12 To identify genes that have a significant change in response to EJC KD in WT vs. METTL3mut cells, the design formula ~ genotype + treatment + genotype:treatment was used.
GSE162199	GSM4946440	control_term	genotype	WT
GSE162199	GSM4946440	perturbation_mechanism	data_processing3	For MPm6A: Reads were mapped back to a reference genome containing the designed sequences with HISAT27 (version 2.1.0), with option -k 1. Counts for each sequence were calculated with samtools (version 1.7) idxstats and sequences with at least 10 counts for all barcoded experimental and mutant sequences were retained.
GSE162199	GSM4946440	perturbation_mechanism	data_processing5	For RNA-seq: DESeq2 (version 1.18.1 ) was used to detect differentially expressed genes using a significance threshold of adjusted p-value <.05.12 To identify genes that have a significant change in response to EJC KD in WT vs. METTL3mut cells, the design formula ~ genotype + treatment + genotype:treatment was used.
GSE162199	GSM4946440	perturbation_mechanism	treatment	siControl KD
GSE162199	GSM4946440	tissue_field	source_name_ch1	HeLa
GSE162199	GSM4946440	tissue_field	cell.line	HeLa
GSE162199	GSM4946441	control_term	data_processing5	For RNA-seq: DESeq2 (version 1.18.1 ) was used to detect differentially expressed genes using a significance threshold of adjusted p-value <.05.12 To identify genes that have a significant change in response to EJC KD in WT vs. METTL3mut cells, the design formula ~ genotype + treatment + genotype:treatment was used.
GSE162199	GSM4946441	control_term	genotype	WT
GSE162199	GSM4946441	perturbation_mechanism	data_processing3	For MPm6A: Reads were mapped back to a reference genome containing the designed sequences with HISAT27 (version 2.1.0), with option -k 1. Counts for each sequence were calculated with samtools (version 1.7) idxstats and sequences with at least 10 counts for all barcoded experimental and mutant sequences were retained.
GSE162199	GSM4946441	perturbation_mechanism	data_processing5	For RNA-seq: DESeq2 (version 1.18.1 ) was used to detect differentially expressed genes using a significance threshold of adjusted p-value <.05.12 To identify genes that have a significant change in response to EJC KD in WT vs. METTL3mut cells, the design formula ~ genotype + treatment + genotype:treatment was used.
GSE162199	GSM4946441	perturbation_mechanism	treatment	siEIF4A3-2 KD
GSE162199	GSM4946441	tissue_field	source_name_ch1	HeLa
GSE162199	GSM4946441	tissue_field	cell.line	HeLa
GSE162199	GSM4946442	control_term	data_processing5	For RNA-seq: DESeq2 (version 1.18.1 ) was used to detect differentially expressed genes using a significance threshold of adjusted p-value <.05.12 To identify genes that have a significant change in response to EJC KD in WT vs. METTL3mut cells, the design formula ~ genotype + treatment + genotype:treatment was used.
GSE162199	GSM4946442	control_term	genotype	WT
GSE162199	GSM4946442	perturbation_mechanism	data_processing3	For MPm6A: Reads were mapped back to a reference genome containing the designed sequences with HISAT27 (version 2.1.0), with option -k 1. Counts for each sequence were calculated with samtools (version 1.7) idxstats and sequences with at least 10 counts for all barcoded experimental and mutant sequences were retained.
GSE162199	GSM4946442	perturbation_mechanism	data_processing5	For RNA-seq: DESeq2 (version 1.18.1 ) was used to detect differentially expressed genes using a significance threshold of adjusted p-value <.05.12 To identify genes that have a significant change in response to EJC KD in WT vs. METTL3mut cells, the design formula ~ genotype + treatment + genotype:treatment was used.
GSE162199	GSM4946442	perturbation_mechanism	treatment	siEIF4A3-2 KD
GSE162199	GSM4946442	tissue_field	source_name_ch1	HeLa
GSE162199	GSM4946442	tissue_field	cell.line	HeLa
GSE162199	GSM4946443	control_term	data_processing5	For RNA-seq: DESeq2 (version 1.18.1 ) was used to detect differentially expressed genes using a significance threshold of adjusted p-value <.05.12 To identify genes that have a significant change in response to EJC KD in WT vs. METTL3mut cells, the design formula ~ genotype + treatment + genotype:treatment was used.
GSE162199	GSM4946443	control_term	genotype	WT
GSE162199	GSM4946443	perturbation_mechanism	data_processing3	For MPm6A: Reads were mapped back to a reference genome containing the designed sequences with HISAT27 (version 2.1.0), with option -k 1. Counts for each sequence were calculated with samtools (version 1.7) idxstats and sequences with at least 10 counts for all barcoded experimental and mutant sequences were retained.
GSE162199	GSM4946443	perturbation_mechanism	data_processing5	For RNA-seq: DESeq2 (version 1.18.1 ) was used to detect differentially expressed genes using a significance threshold of adjusted p-value <.05.12 To identify genes that have a significant change in response to EJC KD in WT vs. METTL3mut cells, the design formula ~ genotype + treatment + genotype:treatment was used.
GSE162199	GSM4946443	perturbation_mechanism	treatment	siEIF4A3-2 KD
GSE162199	GSM4946443	tissue_field	source_name_ch1	HeLa
GSE162199	GSM4946443	tissue_field	cell.line	HeLa
GSE162199	GSM4946444	control_term	data_processing5	For RNA-seq: DESeq2 (version 1.18.1 ) was used to detect differentially expressed genes using a significance threshold of adjusted p-value <.05.12 To identify genes that have a significant change in response to EJC KD in WT vs. METTL3mut cells, the design formula ~ genotype + treatment + genotype:treatment was used.
GSE162199	GSM4946444	control_term	genotype	WT
GSE162199	GSM4946444	perturbation_mechanism	data_processing3	For MPm6A: Reads were mapped back to a reference genome containing the designed sequences with HISAT27 (version 2.1.0), with option -k 1. Counts for each sequence were calculated with samtools (version 1.7) idxstats and sequences with at least 10 counts for all barcoded experimental and mutant sequences were retained.
GSE162199	GSM4946444	perturbation_mechanism	data_processing5	For RNA-seq: DESeq2 (version 1.18.1 ) was used to detect differentially expressed genes using a significance threshold of adjusted p-value <.05.12 To identify genes that have a significant change in response to EJC KD in WT vs. METTL3mut cells, the design formula ~ genotype + treatment + genotype:treatment was used.
GSE162199	GSM4946444	perturbation_mechanism	treatment	siEIF4A3-1 KD
GSE162199	GSM4946444	tissue_field	source_name_ch1	HEK293T
GSE162199	GSM4946444	tissue_field	cell.line	HEK293T
GSE162199	GSM4946445	control_term	data_processing5	For RNA-seq: DESeq2 (version 1.18.1 ) was used to detect differentially expressed genes using a significance threshold of adjusted p-value <.05.12 To identify genes that have a significant change in response to EJC KD in WT vs. METTL3mut cells, the design formula ~ genotype + treatment + genotype:treatment was used.
