Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell line]	Characteristics[sex]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[disease]	Characteristics[cell type]	Characteristics[genotype]	Characteristics[genetic modification]	Characteristics[replicate]	Characteristics[spike in]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Performer	Derived Array Data File	Protocol REF	Performer	Derived Array Data File	Factor Value[genotype]	Factor Value[compound]	Factor Value[dose]	Unit[concentration unit]	Term Source REF	Term Accession Number	Factor Value[time]	Unit[time unit]	Term Source REF	Term Accession Number
191510	ERS18293876	SAMEA115296698	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	2	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191510	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191510_S20_L000	group 3	sequencing assay	ERX12037180	A006850265_191510_S20_L000_R1_001.fastq.gz	A006850265_191510_S20_L000_R1_001.fastq.gz	ERR12662969	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/069/ERR12662969/ERR12662969_2.fastq.gz	P-MTAB-140998	V. Boehm	191510.bam	P-MTAB-140998	V. Boehm	191510.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	none					0	hour	EFO	UO_0000032
191510	ERS18293876	SAMEA115296698	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	2	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191510	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006200283_191510_S67_L000	group 3	sequencing assay	ERX12037180	A006200283_191510_S67_L000_R1_001.fastq.gz	A006200283_191510_S67_L000_R1_001.fastq.gz	ERR12662968	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/068/ERR12662968/ERR12662968_2.fastq.gz	P-MTAB-140998	V. Boehm	191510.bam	P-MTAB-140998	V. Boehm	191510.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	none					0	hour	EFO	UO_0000032
191512	ERS18293877	SAMEA115296699	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	3	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191512	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191512_S21_L000		sequencing assay	ERX12037181	A006850265_191512_S21_L000_R1_001.fastq.gz	A006850265_191512_S21_L000_R1_001.fastq.gz	ERR12662970	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/070/ERR12662970/ERR12662970_1.fastq.gz	P-MTAB-140998	V. Boehm	191512.bam	P-MTAB-140998	V. Boehm	191512.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	none					0	hour	EFO	UO_0000032
191512	ERS18293877	SAMEA115296699	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	3	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191512	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191512_S21_L000		sequencing assay	ERX12037181	A006850265_191512_S21_L000_R2_001.fastq.gz	A006850265_191512_S21_L000_R2_001.fastq.gz	ERR12662970	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/070/ERR12662970/ERR12662970_2.fastq.gz	P-MTAB-140998	V. Boehm	191512.bam	P-MTAB-140998	V. Boehm	191512.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	none					0	hour	EFO	UO_0000032
191514	ERS18293878	SAMEA115296700	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	1	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191514	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191514_S22_L000		sequencing assay	ERX12037182	A006850265_191514_S22_L000_R1_001.fastq.gz	A006850265_191514_S22_L000_R1_001.fastq.gz	ERR12662971	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/071/ERR12662971/ERR12662971_1.fastq.gz	P-MTAB-140998	V. Boehm	191514.bam	P-MTAB-140998	V. Boehm	191514.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	2	hour	EFO	UO_0000032
191514	ERS18293878	SAMEA115296700	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	1	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191514	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191514_S22_L000		sequencing assay	ERX12037182	A006850265_191514_S22_L000_R2_001.fastq.gz	A006850265_191514_S22_L000_R2_001.fastq.gz	ERR12662971	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/071/ERR12662971/ERR12662971_2.fastq.gz	P-MTAB-140998	V. Boehm	191514.bam	P-MTAB-140998	V. Boehm	191514.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	2	hour	EFO	UO_0000032
191516	ERS18293879	SAMEA115296701	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	2	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191516	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191516_S23_L000		sequencing assay	ERX12037183	A006850265_191516_S23_L000_R1_001.fastq.gz	A006850265_191516_S23_L000_R1_001.fastq.gz	ERR12662972	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/072/ERR12662972/ERR12662972_1.fastq.gz	P-MTAB-140998	V. Boehm	191516.bam	P-MTAB-140998	V. Boehm	191516.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	2	hour	EFO	UO_0000032
191516	ERS18293879	SAMEA115296701	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	2	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191516	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191516_S23_L000		sequencing assay	ERX12037183	A006850265_191516_S23_L000_R2_001.fastq.gz	A006850265_191516_S23_L000_R2_001.fastq.gz	ERR12662972	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/072/ERR12662972/ERR12662972_2.fastq.gz	P-MTAB-140998	V. Boehm	191516.bam	P-MTAB-140998	V. Boehm	191516.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	2	hour	EFO	UO_0000032
191518	ERS18293880	SAMEA115296702	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	3	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191518	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191518_S24_L000		sequencing assay	ERX12037184	A006850265_191518_S24_L000_R2_001.fastq.gz	A006850265_191518_S24_L000_R2_001.fastq.gz	ERR12662973	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/073/ERR12662973/ERR12662973_1.fastq.gz	P-MTAB-140998	V. Boehm	191518.bam	P-MTAB-140998	V. Boehm	191518.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	2	hour	EFO	UO_0000032
191518	ERS18293880	SAMEA115296702	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	3	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191518	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191518_S24_L000		sequencing assay	ERX12037184	A006850265_191518_S24_L000_R1_001.fastq.gz	A006850265_191518_S24_L000_R1_001.fastq.gz	ERR12662973	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/073/ERR12662973/ERR12662973_2.fastq.gz	P-MTAB-140998	V. Boehm	191518.bam	P-MTAB-140998	V. Boehm	191518.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	2	hour	EFO	UO_0000032
191520	ERS18293881	SAMEA115296703	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	1	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191520	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191520_S25_L000		sequencing assay	ERX12037185	A006850265_191520_S25_L000_R1_001.fastq.gz	A006850265_191520_S25_L000_R1_001.fastq.gz	ERR12662974	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/074/ERR12662974/ERR12662974_1.fastq.gz	P-MTAB-140998	V. Boehm	191520.bam	P-MTAB-140998	V. Boehm	191520.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	4	hour	EFO	UO_0000032
191520	ERS18293881	SAMEA115296703	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	1	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191520	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191520_S25_L000		sequencing assay	ERX12037185	A006850265_191520_S25_L000_R2_001.fastq.gz	A006850265_191520_S25_L000_R2_001.fastq.gz	ERR12662974	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/074/ERR12662974/ERR12662974_2.fastq.gz	P-MTAB-140998	V. Boehm	191520.bam	P-MTAB-140998	V. Boehm	191520.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	4	hour	EFO	UO_0000032
191522	ERS18293882	SAMEA115296704	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	2	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191522	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191522_S26_L000		sequencing assay	ERX12037186	A006850265_191522_S26_L000_R1_001.fastq.gz	A006850265_191522_S26_L000_R1_001.fastq.gz	ERR12662975	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/075/ERR12662975/ERR12662975_1.fastq.gz	P-MTAB-140998	V. Boehm	191522.bam	P-MTAB-140998	V. Boehm	191522.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	4	hour	EFO	UO_0000032
191522	ERS18293882	SAMEA115296704	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	2	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191522	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191522_S26_L000		sequencing assay	ERX12037186	A006850265_191522_S26_L000_R2_001.fastq.gz	A006850265_191522_S26_L000_R2_001.fastq.gz	ERR12662975	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/075/ERR12662975/ERR12662975_2.fastq.gz	P-MTAB-140998	V. Boehm	191522.bam	P-MTAB-140998	V. Boehm	191522.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	4	hour	EFO	UO_0000032
191524	ERS18293883	SAMEA115296705	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	3	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191524	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191524_S27_L000		sequencing assay	ERX12037187	A006850265_191524_S27_L000_R2_001.fastq.gz	A006850265_191524_S27_L000_R2_001.fastq.gz	ERR12662976	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/076/ERR12662976/ERR12662976_1.fastq.gz	P-MTAB-140998	V. Boehm	191524.bam	P-MTAB-140998	V. Boehm	191524.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	4	hour	EFO	UO_0000032
191524	ERS18293883	SAMEA115296705	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	3	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191524	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191524_S27_L000		sequencing assay	ERX12037187	A006850265_191524_S27_L000_R1_001.fastq.gz	A006850265_191524_S27_L000_R1_001.fastq.gz	ERR12662976	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/076/ERR12662976/ERR12662976_2.fastq.gz	P-MTAB-140998	V. Boehm	191524.bam	P-MTAB-140998	V. Boehm	191524.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	4	hour	EFO	UO_0000032
191526	ERS18293884	SAMEA115296706	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	1	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191526	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191526_S28_L000		sequencing assay	ERX12037188	A006850265_191526_S28_L000_R1_001.fastq.gz	A006850265_191526_S28_L000_R1_001.fastq.gz	ERR12662977	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/077/ERR12662977/ERR12662977_1.fastq.gz	P-MTAB-140998	V. Boehm	191526.bam	P-MTAB-140998	V. Boehm	191526.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	8	hour	EFO	UO_0000032
191526	ERS18293884	SAMEA115296706	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	1	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191526	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191526_S28_L000		sequencing assay	ERX12037188	A006850265_191526_S28_L000_R2_001.fastq.gz	A006850265_191526_S28_L000_R2_001.fastq.gz	ERR12662977	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/077/ERR12662977/ERR12662977_2.fastq.gz	P-MTAB-140998	V. Boehm	191526.bam	P-MTAB-140998	V. Boehm	191526.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	8	hour	EFO	UO_0000032
191528	ERS18293885	SAMEA115296707	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	2	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191528	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191528_S29_L000		sequencing assay	ERX12037189	A006850265_191528_S29_L000_R1_001.fastq.gz	A006850265_191528_S29_L000_R1_001.fastq.gz	ERR12662978	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/078/ERR12662978/ERR12662978_1.fastq.gz	P-MTAB-140998	V. Boehm	191528.bam	P-MTAB-140998	V. Boehm	191528.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	8	hour	EFO	UO_0000032
191528	ERS18293885	SAMEA115296707	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	2	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191528	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191528_S29_L000		sequencing assay	ERX12037189	A006850265_191528_S29_L000_R2_001.fastq.gz	A006850265_191528_S29_L000_R2_001.fastq.gz	ERR12662978	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/078/ERR12662978/ERR12662978_2.fastq.gz	P-MTAB-140998	V. Boehm	191528.bam	P-MTAB-140998	V. Boehm	191528.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	8	hour	EFO	UO_0000032
191530	ERS18293886	SAMEA115296708	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	3	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191530	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191530_S30_L000	group 4	sequencing assay	ERX12037190	A006850265_191530_S30_L000_R1_001.fastq.gz	A006850265_191530_S30_L000_R1_001.fastq.gz	ERR12662979	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/079/ERR12662979/ERR12662979_1.fastq.gz	P-MTAB-140998	V. Boehm	191530.bam	P-MTAB-140998	V. Boehm	191530.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	8	hour	EFO	UO_0000032
