Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[sex]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[disease]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[genotype]	Characteristics[genetic modification]	Characteristics[replicate]	Characteristics[spike in]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Protocol REF	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Performer	Derived Array Data File	Protocol REF	Performer	Derived Array Data File	Factor Value[genotype]	Factor Value[compound]	Factor Value[dose]	Unit[concentration unit]	Term Source REF	Term Accession Number	Factor Value[time]	Unit[time unit]	Term Source REF	Term Accession Number
A006850321_209293	ERS18330961	SAMEA115333775	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	wild type genotype	none	2	ERCC	RNA	P-MTAB-141324	D. Wallmeroth	P-MTAB-141328	D. Wallmeroth	P-MTAB-141329	D. Wallmeroth	P-MTAB-141325	D. Wallmeroth	P-MTAB-141326	Cologne Center for Genomics (CCG)	A006850321_209293	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141327	Cologne Center for Genomics (CCG)	A006850321_209293	sequencing assay	ERX12058250		A006850321_209293_S41_L000_R2_001.fastq.gz	A006850321_209293_S41_L000_R2_001.fastq.gz	ERR12684137	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/037/ERR12684137/ERR12684137_1.fastq.gz	P-MTAB-141330	V. Boehm	A006850321_209293.bam	P-MTAB-141330	V. Boehm	A006850321_209293.bam.bai	wild type genotype	none	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032
A006850321_209293	ERS18330961	SAMEA115333775	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	wild type genotype	none	2	ERCC	RNA	P-MTAB-141324	D. Wallmeroth	P-MTAB-141328	D. Wallmeroth	P-MTAB-141329	D. Wallmeroth	P-MTAB-141325	D. Wallmeroth	P-MTAB-141326	Cologne Center for Genomics (CCG)	A006850321_209293	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141327	Cologne Center for Genomics (CCG)	A006850321_209293	sequencing assay	ERX12058250		A006850321_209293_S41_L000_R1_001.fastq.gz	A006850321_209293_S41_L000_R1_001.fastq.gz	ERR12684137	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/037/ERR12684137/ERR12684137_2.fastq.gz	P-MTAB-141330	V. Boehm	A006850321_209293.bam	P-MTAB-141330	V. Boehm	A006850321_209293.bam.bai	wild type genotype	none	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032
A006850321_209295	ERS18330962	SAMEA115333776	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	wild type genotype	none	3	ERCC	RNA	P-MTAB-141324	D. Wallmeroth	P-MTAB-141328	D. Wallmeroth	P-MTAB-141329	D. Wallmeroth	P-MTAB-141325	D. Wallmeroth	P-MTAB-141326	Cologne Center for Genomics (CCG)	A006850321_209295	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141327	Cologne Center for Genomics (CCG)	A006850321_209295	sequencing assay	ERX12058251		A006850321_209295_S42_L000_R1_001.fastq.gz	A006850321_209295_S42_L000_R1_001.fastq.gz	ERR12684138	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/038/ERR12684138/ERR12684138_1.fastq.gz	P-MTAB-141330	V. Boehm	A006850321_209295.bam	P-MTAB-141330	V. Boehm	A006850321_209295.bam.bai	wild type genotype	none	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032
A006850321_209295	ERS18330962	SAMEA115333776	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	wild type genotype	none	3	ERCC	RNA	P-MTAB-141324	D. Wallmeroth	P-MTAB-141328	D. Wallmeroth	P-MTAB-141329	D. Wallmeroth	P-MTAB-141325	D. Wallmeroth	P-MTAB-141326	Cologne Center for Genomics (CCG)	A006850321_209295	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141327	Cologne Center for Genomics (CCG)	A006850321_209295	sequencing assay	ERX12058251		A006850321_209295_S42_L000_R2_001.fastq.gz	A006850321_209295_S42_L000_R2_001.fastq.gz	ERR12684138	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/038/ERR12684138/ERR12684138_2.fastq.gz	P-MTAB-141330	V. Boehm	A006850321_209295.bam	P-MTAB-141330	V. Boehm	A006850321_209295.bam.bai	wild type genotype	none	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032
A006850321_209297	ERS18330963	SAMEA115333777	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	CRISPR/Cas9	1	ERCC	RNA	P-MTAB-141324	D. Wallmeroth	P-MTAB-141328	D. Wallmeroth	P-MTAB-141329	D. Wallmeroth	P-MTAB-141325	D. Wallmeroth	P-MTAB-141326	Cologne Center for Genomics (CCG)	A006850321_209297	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141327	Cologne Center for Genomics (CCG)	A006850321_209297	sequencing assay	ERX12058252		A006850321_209297_S43_L000_R1_001.fastq.gz	A006850321_209297_S43_L000_R1_001.fastq.gz	ERR12684139	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/039/ERR12684139/ERR12684139_1.fastq.gz	P-MTAB-141330	V. Boehm	A006850321_209297.bam	P-MTAB-141330	V. Boehm	A006850321_209297.bam.bai	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	none	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032
A006850321_209297	ERS18330963	SAMEA115333777	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	CRISPR/Cas9	1	ERCC	RNA	P-MTAB-141324	D. Wallmeroth	P-MTAB-141328	D. Wallmeroth	P-MTAB-141329	D. Wallmeroth	P-MTAB-141325	D. Wallmeroth	P-MTAB-141326	Cologne Center for Genomics (CCG)	A006850321_209297	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141327	Cologne Center for Genomics (CCG)	A006850321_209297	sequencing assay	ERX12058252		A006850321_209297_S43_L000_R2_001.fastq.gz	A006850321_209297_S43_L000_R2_001.fastq.gz	ERR12684139	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/039/ERR12684139/ERR12684139_2.fastq.gz	P-MTAB-141330	V. Boehm	A006850321_209297.bam	P-MTAB-141330	V. Boehm	A006850321_209297.bam.bai	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	none	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032
A006850321_209299	ERS18330964	SAMEA115333778	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	CRISPR/Cas9	2	ERCC	RNA	P-MTAB-141324	D. Wallmeroth	P-MTAB-141328	D. Wallmeroth	P-MTAB-141329	D. Wallmeroth	P-MTAB-141325	D. Wallmeroth	P-MTAB-141326	Cologne Center for Genomics (CCG)	A006850321_209299	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141327	Cologne Center for Genomics (CCG)	A006850321_209299	sequencing assay	ERX12058253		A006850321_209299_S44_L000_R1_001.fastq.gz	A006850321_209299_S44_L000_R1_001.fastq.gz	ERR12684140	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/040/ERR12684140/ERR12684140_1.fastq.gz	P-MTAB-141330	V. Boehm	A006850321_209299.bam	P-MTAB-141330	V. Boehm	A006850321_209299.bam.bai	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	none	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032
A006850321_209299	ERS18330964	SAMEA115333778	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	CRISPR/Cas9	2	ERCC	RNA	P-MTAB-141324	D. Wallmeroth	P-MTAB-141328	D. Wallmeroth	P-MTAB-141329	D. Wallmeroth	P-MTAB-141325	D. Wallmeroth	P-MTAB-141326	Cologne Center for Genomics (CCG)	A006850321_209299	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141327	Cologne Center for Genomics (CCG)	A006850321_209299	sequencing assay	ERX12058253		A006850321_209299_S44_L000_R2_001.fastq.gz	A006850321_209299_S44_L000_R2_001.fastq.gz	ERR12684140	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/040/ERR12684140/ERR12684140_2.fastq.gz	P-MTAB-141330	V. Boehm	A006850321_209299.bam	P-MTAB-141330	V. Boehm	A006850321_209299.bam.bai	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	none	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032
A006850321_209301	ERS18330965	SAMEA115333779	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	CRISPR/Cas9	3	ERCC	RNA	P-MTAB-141324	D. Wallmeroth	P-MTAB-141328	D. Wallmeroth	P-MTAB-141329	D. Wallmeroth	P-MTAB-141325	D. Wallmeroth	P-MTAB-141326	Cologne Center for Genomics (CCG)	A006850321_209301	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141327	Cologne Center for Genomics (CCG)	A006850321_209301	sequencing assay	ERX12058254		A006850321_209301_S45_L000_R2_001.fastq.gz	A006850321_209301_S45_L000_R2_001.fastq.gz	ERR12684141	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/041/ERR12684141/ERR12684141_1.fastq.gz	P-MTAB-141330	V. Boehm	A006850321_209301.bam	P-MTAB-141330	V. Boehm	A006850321_209301.bam.bai	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	none	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032
A006850321_209301	ERS18330965	SAMEA115333779	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	CRISPR/Cas9	3	ERCC	RNA	P-MTAB-141324	D. Wallmeroth	P-MTAB-141328	D. Wallmeroth	P-MTAB-141329	D. Wallmeroth	P-MTAB-141325	D. Wallmeroth	P-MTAB-141326	Cologne Center for Genomics (CCG)	A006850321_209301	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141327	Cologne Center for Genomics (CCG)	A006850321_209301	sequencing assay	ERX12058254		A006850321_209301_S45_L000_R1_001.fastq.gz	A006850321_209301_S45_L000_R1_001.fastq.gz	ERR12684141	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/041/ERR12684141/ERR12684141_2.fastq.gz	P-MTAB-141330	V. Boehm	A006850321_209301.bam	P-MTAB-141330	V. Boehm	A006850321_209301.bam.bai	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	none	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032
A006850321_209303	ERS18330966	SAMEA115333780	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	CRISPR/Cas9	1	ERCC	RNA	P-MTAB-141324	D. Wallmeroth	P-MTAB-141328	D. Wallmeroth	P-MTAB-141329	D. Wallmeroth	P-MTAB-141325	D. Wallmeroth	P-MTAB-141326	Cologne Center for Genomics (CCG)	A006850321_209303	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141327	Cologne Center for Genomics (CCG)	A006850321_209303	sequencing assay	ERX12058255		A006850321_209303_S46_L000_R1_001.fastq.gz	A006850321_209303_S46_L000_R1_001.fastq.gz	ERR12684142	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/042/ERR12684142/ERR12684142_1.fastq.gz	P-MTAB-141330	V. Boehm	A006850321_209303.bam	P-MTAB-141330	V. Boehm	A006850321_209303.bam.bai	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	dTAGV-1	0.25	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032
A006850321_209303	ERS18330966	SAMEA115333780	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	CRISPR/Cas9	1	ERCC	RNA	P-MTAB-141324	D. Wallmeroth	P-MTAB-141328	D. Wallmeroth	P-MTAB-141329	D. Wallmeroth	P-MTAB-141325	D. Wallmeroth	P-MTAB-141326	Cologne Center for Genomics (CCG)	A006850321_209303	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141327	Cologne Center for Genomics (CCG)	A006850321_209303	sequencing assay	ERX12058255		A006850321_209303_S46_L000_R2_001.fastq.gz	A006850321_209303_S46_L000_R2_001.fastq.gz	ERR12684142	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/042/ERR12684142/ERR12684142_2.fastq.gz	P-MTAB-141330	V. Boehm	A006850321_209303.bam	P-MTAB-141330	V. Boehm	A006850321_209303.bam.bai	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	dTAGV-1	0.25	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032
A006850321_209305	ERS18330967	SAMEA115333781	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	CRISPR/Cas9	2	ERCC	RNA	P-MTAB-141324	D. Wallmeroth	P-MTAB-141328	D. Wallmeroth	P-MTAB-141329	D. Wallmeroth	P-MTAB-141325	D. Wallmeroth	P-MTAB-141326	Cologne Center for Genomics (CCG)	A006850321_209305	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141327	Cologne Center for Genomics (CCG)	A006850321_209305	sequencing assay	ERX12058256		A006850321_209305_S47_L000_R1_001.fastq.gz	A006850321_209305_S47_L000_R1_001.fastq.gz	ERR12684143	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/043/ERR12684143/ERR12684143_1.fastq.gz	P-MTAB-141330	V. Boehm	A006850321_209305.bam	P-MTAB-141330	V. Boehm	A006850321_209305.bam.bai	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	dTAGV-1	0.25	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032
A006850321_209305	ERS18330967	SAMEA115333781	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	CRISPR/Cas9	2	ERCC	RNA	P-MTAB-141324	D. Wallmeroth	P-MTAB-141328	D. Wallmeroth	P-MTAB-141329	D. Wallmeroth	P-MTAB-141325	D. Wallmeroth	P-MTAB-141326	Cologne Center for Genomics (CCG)	A006850321_209305	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141327	Cologne Center for Genomics (CCG)	A006850321_209305	sequencing assay	ERX12058256		A006850321_209305_S47_L000_R2_001.fastq.gz	A006850321_209305_S47_L000_R2_001.fastq.gz	ERR12684143	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/043/ERR12684143/ERR12684143_2.fastq.gz	P-MTAB-141330	V. Boehm	A006850321_209305.bam	P-MTAB-141330	V. Boehm	A006850321_209305.bam.bai	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	dTAGV-1	0.25	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032
A006850321_209307	ERS18330968	SAMEA115333782	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	CRISPR/Cas9	3	ERCC	RNA	P-MTAB-141324	D. Wallmeroth	P-MTAB-141328	D. Wallmeroth	P-MTAB-141329	D. Wallmeroth	P-MTAB-141325	D. Wallmeroth	P-MTAB-141326	Cologne Center for Genomics (CCG)	A006850321_209307	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141327	Cologne Center for Genomics (CCG)	A006850321_209307	sequencing assay	ERX12058257		A006850321_209307_S48_L000_R2_001.fastq.gz	A006850321_209307_S48_L000_R2_001.fastq.gz	ERR12684144	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/044/ERR12684144/ERR12684144_1.fastq.gz	P-MTAB-141330	V. Boehm	A006850321_209307.bam	P-MTAB-141330	V. Boehm	A006850321_209307.bam.bai	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	dTAGV-1	0.25	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032
A006850321_209307	ERS18330968	SAMEA115333782	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	CRISPR/Cas9	3	ERCC	RNA	P-MTAB-141324	D. Wallmeroth	P-MTAB-141328	D. Wallmeroth	P-MTAB-141329	D. Wallmeroth	P-MTAB-141325	D. Wallmeroth	P-MTAB-141326	Cologne Center for Genomics (CCG)	A006850321_209307	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141327	Cologne Center for Genomics (CCG)	A006850321_209307	sequencing assay	ERX12058257		A006850321_209307_S48_L000_R1_001.fastq.gz	A006850321_209307_S48_L000_R1_001.fastq.gz	ERR12684144	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/044/ERR12684144/ERR12684144_2.fastq.gz	P-MTAB-141330	V. Boehm	A006850321_209307.bam	P-MTAB-141330	V. Boehm	A006850321_209307.bam.bai	pCRIS-PITChv2-PurR-FKBP (UPF1 N)	dTAGV-1	0.25	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032
