Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[sex]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[disease]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[genotype]	Characteristics[genetic modification]	Characteristics[replicate]	Characteristics[spike in]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Protocol REF	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Performer	Derived Array Data File	Protocol REF	Performer	Derived Array Data File	Factor Value[genotype]	Factor Value[compound]	Factor Value[dose]	Unit[concentration unit]	Term Source REF	Term Accession Number	Factor Value[time]	Unit[time unit]	Term Source REF	Term Accession Number
AID_12h_B_UPF1-AID7-CT	ERS18335237	SAMEA115337354	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-cterm AID7-v5 P2A BSD/Hygro (U1D9c7)	CRISPR/Cas9	2	none	cell	P-MTAB-141162	Paul O. Wulf	P-MTAB-141166	Paul O. Wulf	P-MTAB-141167	Paul O. Wulf	P-MTAB-141163	Paul O. Wulf	P-MTAB-141164	Paul O. Wulf	AID_12h_B_UPF1-AID7-CT	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-141165	AG Landthaler, MDC, Berlin	AID_12h_B_UPF1-AID7-CT	sequencing assay	ERX12059982	P-MTAB-141165	AID_12h_B_UPF1-AID7-CT_R2_001.fastq.gz	AID_12h_B_UPF1-AID7-CT_R2_001.fastq.gz	ERR12685868	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/068/ERR12685868/ERR12685868_1.fastq.gz	P-MTAB-141168	V. Boehm	AID_12h_B_UPF1-AID7-CT.bam	P-MTAB-141168	V. Boehm	AID_12h_B_UPF1-AID7-CT.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-cterm AID7-v5 P2A BSD/Hygro (U1D9c7)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032
AID_12h_B_UPF1-AID7-CT	ERS18335237	SAMEA115337354	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-cterm AID7-v5 P2A BSD/Hygro (U1D9c7)	CRISPR/Cas9	2	none	cell	P-MTAB-141162	Paul O. Wulf	P-MTAB-141166	Paul O. Wulf	P-MTAB-141167	Paul O. Wulf	P-MTAB-141163	Paul O. Wulf	P-MTAB-141164	Paul O. Wulf	AID_12h_B_UPF1-AID7-CT	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-141165	AG Landthaler, MDC, Berlin	AID_12h_B_UPF1-AID7-CT	sequencing assay	ERX12059982	P-MTAB-141165	AID_12h_B_UPF1-AID7-CT_R1_001.fastq.gz	AID_12h_B_UPF1-AID7-CT_R1_001.fastq.gz	ERR12685868	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/068/ERR12685868/ERR12685868_2.fastq.gz	P-MTAB-141168	V. Boehm	AID_12h_B_UPF1-AID7-CT.bam	P-MTAB-141168	V. Boehm	AID_12h_B_UPF1-AID7-CT.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-cterm AID7-v5 P2A BSD/Hygro (U1D9c7)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032
AID_12h_B_UPF1-AID7-NT	ERS18335238	SAMEA115337355	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	2	none	cell	P-MTAB-141162	Paul O. Wulf	P-MTAB-141166	Paul O. Wulf	P-MTAB-141167	Paul O. Wulf	P-MTAB-141163	Paul O. Wulf	P-MTAB-141164	Paul O. Wulf	AID_12h_B_UPF1-AID7-NT	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-141165	AG Landthaler, MDC, Berlin	AID_12h_B_UPF1-AID7-NT	sequencing assay	ERX12059983	P-MTAB-141165	AID_12h_B_UPF1-AID7-NT_R1_001.fastq.gz	AID_12h_B_UPF1-AID7-NT_R1_001.fastq.gz	ERR12685869	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/069/ERR12685869/ERR12685869_1.fastq.gz	P-MTAB-141168	V. Boehm	AID_12h_B_UPF1-AID7-NT.bam	P-MTAB-141168	V. Boehm	AID_12h_B_UPF1-AID7-NT.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032
AID_12h_B_UPF1-AID7-NT	ERS18335238	SAMEA115337355	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	2	none	cell	P-MTAB-141162	Paul O. Wulf	P-MTAB-141166	Paul O. Wulf	P-MTAB-141167	Paul O. Wulf	P-MTAB-141163	Paul O. Wulf	P-MTAB-141164	Paul O. Wulf	AID_12h_B_UPF1-AID7-NT	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-141165	AG Landthaler, MDC, Berlin	AID_12h_B_UPF1-AID7-NT	sequencing assay	ERX12059983	P-MTAB-141165	AID_12h_B_UPF1-AID7-NT_R2_001.fastq.gz	AID_12h_B_UPF1-AID7-NT_R2_001.fastq.gz	ERR12685869	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/069/ERR12685869/ERR12685869_2.fastq.gz	P-MTAB-141168	V. Boehm	AID_12h_B_UPF1-AID7-NT.bam	P-MTAB-141168	V. Boehm	AID_12h_B_UPF1-AID7-NT.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032
AID_4h_A_parental	ERS18335239	SAMEA115337356	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry	CRISPR/Cas9	1	none	cell	P-MTAB-141162	Paul O. Wulf	P-MTAB-141166	Paul O. Wulf	P-MTAB-141167	Paul O. Wulf	P-MTAB-141163	Paul O. Wulf	P-MTAB-141164	Paul O. Wulf	AID_4h_A_parental	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-141165	AG Landthaler, MDC, Berlin	AID_4h_A_parental	sequencing assay	ERX12059984	P-MTAB-141165	AID_4h_A_parental_R2_001.fastq.gz	AID_4h_A_parental_R2_001.fastq.gz	ERR12685870	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/070/ERR12685870/ERR12685870_1.fastq.gz	P-MTAB-141168	V. Boehm	AID_4h_A_parental.bam	P-MTAB-141168	V. Boehm	AID_4h_A_parental.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	4	hour	EFO	UO_0000032
AID_4h_A_parental	ERS18335239	SAMEA115337356	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry	CRISPR/Cas9	1	none	cell	P-MTAB-141162	Paul O. Wulf	P-MTAB-141166	Paul O. Wulf	P-MTAB-141167	Paul O. Wulf	P-MTAB-141163	Paul O. Wulf	P-MTAB-141164	Paul O. Wulf	AID_4h_A_parental	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-141165	AG Landthaler, MDC, Berlin	AID_4h_A_parental	sequencing assay	ERX12059984	P-MTAB-141165	AID_4h_A_parental_R1_001.fastq.gz	AID_4h_A_parental_R1_001.fastq.gz	ERR12685870	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/070/ERR12685870/ERR12685870_2.fastq.gz	P-MTAB-141168	V. Boehm	AID_4h_A_parental.bam	P-MTAB-141168	V. Boehm	AID_4h_A_parental.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	4	hour	EFO	UO_0000032
AID_4h_A_UPF1-AID7-CT	ERS18335240	SAMEA115337357	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-cterm AID7-v5 P2A BSD/Hygro (U1D9c7)	CRISPR/Cas9	1	none	cell	P-MTAB-141162	Paul O. Wulf	P-MTAB-141166	Paul O. Wulf	P-MTAB-141167	Paul O. Wulf	P-MTAB-141163	Paul O. Wulf	P-MTAB-141164	Paul O. Wulf	AID_4h_A_UPF1-AID7-CT	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-141165	AG Landthaler, MDC, Berlin	AID_4h_A_UPF1-AID7-CT	sequencing assay	ERX12059985	P-MTAB-141165	AID_4h_A_UPF1-AID7-CT_R2_001.fastq.gz	AID_4h_A_UPF1-AID7-CT_R2_001.fastq.gz	ERR12685871	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/071/ERR12685871/ERR12685871_1.fastq.gz	P-MTAB-141168	V. Boehm	AID_4h_A_UPF1-AID7-CT.bam	P-MTAB-141168	V. Boehm	AID_4h_A_UPF1-AID7-CT.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-cterm AID7-v5 P2A BSD/Hygro (U1D9c7)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	4	hour	EFO	UO_0000032
AID_4h_A_UPF1-AID7-CT	ERS18335240	SAMEA115337357	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-cterm AID7-v5 P2A BSD/Hygro (U1D9c7)	CRISPR/Cas9	1	none	cell	P-MTAB-141162	Paul O. Wulf	P-MTAB-141166	Paul O. Wulf	P-MTAB-141167	Paul O. Wulf	P-MTAB-141163	Paul O. Wulf	P-MTAB-141164	Paul O. Wulf	AID_4h_A_UPF1-AID7-CT	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-141165	AG Landthaler, MDC, Berlin	AID_4h_A_UPF1-AID7-CT	sequencing assay	ERX12059985	P-MTAB-141165	AID_4h_A_UPF1-AID7-CT_R1_001.fastq.gz	AID_4h_A_UPF1-AID7-CT_R1_001.fastq.gz	ERR12685871	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/071/ERR12685871/ERR12685871_2.fastq.gz	P-MTAB-141168	V. Boehm	AID_4h_A_UPF1-AID7-CT.bam	P-MTAB-141168	V. Boehm	AID_4h_A_UPF1-AID7-CT.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-cterm AID7-v5 P2A BSD/Hygro (U1D9c7)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	4	hour	EFO	UO_0000032
AID_4h_A_UPF1-AID7-NT	ERS18335241	SAMEA115337358	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	1	none	cell	P-MTAB-141162	Paul O. Wulf	P-MTAB-141166	Paul O. Wulf	P-MTAB-141167	Paul O. Wulf	P-MTAB-141163	Paul O. Wulf	P-MTAB-141164	Paul O. Wulf	AID_4h_A_UPF1-AID7-NT	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-141165	AG Landthaler, MDC, Berlin	AID_4h_A_UPF1-AID7-NT	sequencing assay	ERX12059986	P-MTAB-141165	AID_4h_A_UPF1-AID7-NT_R2_001.fastq.gz	AID_4h_A_UPF1-AID7-NT_R2_001.fastq.gz	ERR12685872	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/072/ERR12685872/ERR12685872_1.fastq.gz	P-MTAB-141168	V. Boehm	AID_4h_A_UPF1-AID7-NT.bam	P-MTAB-141168	V. Boehm	AID_4h_A_UPF1-AID7-NT.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	4	hour	EFO	UO_0000032
AID_4h_A_UPF1-AID7-NT	ERS18335241	SAMEA115337358	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	1	none	cell	P-MTAB-141162	Paul O. Wulf	P-MTAB-141166	Paul O. Wulf	P-MTAB-141167	Paul O. Wulf	P-MTAB-141163	Paul O. Wulf	P-MTAB-141164	Paul O. Wulf	AID_4h_A_UPF1-AID7-NT	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-141165	AG Landthaler, MDC, Berlin	AID_4h_A_UPF1-AID7-NT	sequencing assay	ERX12059986	P-MTAB-141165	AID_4h_A_UPF1-AID7-NT_R1_001.fastq.gz	AID_4h_A_UPF1-AID7-NT_R1_001.fastq.gz	ERR12685872	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/072/ERR12685872/ERR12685872_2.fastq.gz	P-MTAB-141168	V. Boehm	AID_4h_A_UPF1-AID7-NT.bam	P-MTAB-141168	V. Boehm	AID_4h_A_UPF1-AID7-NT.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	4	hour	EFO	UO_0000032
AID_4h_B_parental	ERS18335242	SAMEA115337359	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry	CRISPR/Cas9	2	none	cell	P-MTAB-141162	Paul O. Wulf	P-MTAB-141166	Paul O. Wulf	P-MTAB-141167	Paul O. Wulf	P-MTAB-141163	Paul O. Wulf	P-MTAB-141164	Paul O. Wulf	AID_4h_B_parental	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-141165	AG Landthaler, MDC, Berlin	AID_4h_B_parental	sequencing assay	ERX12059987	P-MTAB-141165	AID_4h_B_parental_R1_001.fastq.gz	AID_4h_B_parental_R1_001.fastq.gz	ERR12685873	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/073/ERR12685873/ERR12685873_1.fastq.gz	P-MTAB-141168	V. Boehm	AID_4h_B_parental.bam	P-MTAB-141168	V. Boehm	AID_4h_B_parental.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	4	hour	EFO	UO_0000032
AID_4h_B_parental	ERS18335242	SAMEA115337359	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry	CRISPR/Cas9	2	none	cell	P-MTAB-141162	Paul O. Wulf	P-MTAB-141166	Paul O. Wulf	P-MTAB-141167	Paul O. Wulf	P-MTAB-141163	Paul O. Wulf	P-MTAB-141164	Paul O. Wulf	AID_4h_B_parental	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-141165	AG Landthaler, MDC, Berlin	AID_4h_B_parental	sequencing assay	ERX12059987	P-MTAB-141165	AID_4h_B_parental_R2_001.fastq.gz	AID_4h_B_parental_R2_001.fastq.gz	ERR12685873	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/073/ERR12685873/ERR12685873_2.fastq.gz	P-MTAB-141168	V. Boehm	AID_4h_B_parental.bam	P-MTAB-141168	V. Boehm	AID_4h_B_parental.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	4	hour	EFO	UO_0000032
AID_4h_B_UPF1-AID7-CT	ERS18335243	SAMEA115337360	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-cterm AID7-v5 P2A BSD/Hygro (U1D9c7)	CRISPR/Cas9	2	none	cell	P-MTAB-141162	Paul O. Wulf	P-MTAB-141166	Paul O. Wulf	P-MTAB-141167	Paul O. Wulf	P-MTAB-141163	Paul O. Wulf	P-MTAB-141164	Paul O. Wulf	AID_4h_B_UPF1-AID7-CT	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-141165	AG Landthaler, MDC, Berlin	AID_4h_B_UPF1-AID7-CT	sequencing assay	ERX12059988	P-MTAB-141165	AID_4h_B_UPF1-AID7-CT_R2_001.fastq.gz	AID_4h_B_UPF1-AID7-CT_R2_001.fastq.gz	ERR12685874	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/074/ERR12685874/ERR12685874_1.fastq.gz	P-MTAB-141168	V. Boehm	AID_4h_B_UPF1-AID7-CT.bam	P-MTAB-141168	V. Boehm	AID_4h_B_UPF1-AID7-CT.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-cterm AID7-v5 P2A BSD/Hygro (U1D9c7)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	4	hour	EFO	UO_0000032
AID_4h_B_UPF1-AID7-CT	ERS18335243	SAMEA115337360	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-cterm AID7-v5 P2A BSD/Hygro (U1D9c7)	CRISPR/Cas9	2	none	cell	P-MTAB-141162	Paul O. Wulf	P-MTAB-141166	Paul O. Wulf	P-MTAB-141167	Paul O. Wulf	P-MTAB-141163	Paul O. Wulf	P-MTAB-141164	Paul O. Wulf	AID_4h_B_UPF1-AID7-CT	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-141165	AG Landthaler, MDC, Berlin	AID_4h_B_UPF1-AID7-CT	sequencing assay	ERX12059988	P-MTAB-141165	AID_4h_B_UPF1-AID7-CT_R1_001.fastq.gz	AID_4h_B_UPF1-AID7-CT_R1_001.fastq.gz	ERR12685874	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/074/ERR12685874/ERR12685874_2.fastq.gz	P-MTAB-141168	V. Boehm	AID_4h_B_UPF1-AID7-CT.bam	P-MTAB-141168	V. Boehm	AID_4h_B_UPF1-AID7-CT.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-cterm AID7-v5 P2A BSD/Hygro (U1D9c7)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	4	hour	EFO	UO_0000032
AID_4h_B_UPF1-AID7-NT	ERS18335244	SAMEA115337361	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	2	none	cell	P-MTAB-141162	Paul O. Wulf	P-MTAB-141166	Paul O. Wulf	P-MTAB-141167	Paul O. Wulf	P-MTAB-141163	Paul O. Wulf	P-MTAB-141164	Paul O. Wulf	AID_4h_B_UPF1-AID7-NT	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-141165	AG Landthaler, MDC, Berlin	AID_4h_B_UPF1-AID7-NT	sequencing assay	ERX12059989	P-MTAB-141165	AID_4h_B_UPF1-AID7-NT_R1_001.fastq.gz	AID_4h_B_UPF1-AID7-NT_R1_001.fastq.gz	ERR12685875	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/075/ERR12685875/ERR12685875_1.fastq.gz	P-MTAB-141168	V. Boehm	AID_4h_B_UPF1-AID7-NT.bam	P-MTAB-141168	V. Boehm	AID_4h_B_UPF1-AID7-NT.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	4	hour	EFO	UO_0000032
AID_4h_B_UPF1-AID7-NT	ERS18335244	SAMEA115337361	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	2	none	cell	P-MTAB-141162	Paul O. Wulf	P-MTAB-141166	Paul O. Wulf	P-MTAB-141167	Paul O. Wulf	P-MTAB-141163	Paul O. Wulf	P-MTAB-141164	Paul O. Wulf	AID_4h_B_UPF1-AID7-NT	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-141165	AG Landthaler, MDC, Berlin	AID_4h_B_UPF1-AID7-NT	sequencing assay	ERX12059989	P-MTAB-141165	AID_4h_B_UPF1-AID7-NT_R2_001.fastq.gz	AID_4h_B_UPF1-AID7-NT_R2_001.fastq.gz	ERR12685875	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/075/ERR12685875/ERR12685875_2.fastq.gz	P-MTAB-141168	V. Boehm	AID_4h_B_UPF1-AID7-NT.bam	P-MTAB-141168	V. Boehm	AID_4h_B_UPF1-AID7-NT.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	4	hour	EFO	UO_0000032
AID_8h_A_parental	ERS18335245	SAMEA115337362	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry	CRISPR/Cas9	1	none	cell	P-MTAB-141162	Paul O. Wulf	P-MTAB-141166	Paul O. Wulf	P-MTAB-141167	Paul O. Wulf	P-MTAB-141163	Paul O. Wulf	P-MTAB-141164	Paul O. Wulf	AID_8h_A_parental	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-141165	AG Landthaler, MDC, Berlin	AID_8h_A_parental	sequencing assay	ERX12059990	P-MTAB-141165	AID_8h_A_parental_R1_001.fastq.gz	AID_8h_A_parental_R1_001.fastq.gz	ERR12685876	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/076/ERR12685876/ERR12685876_1.fastq.gz	P-MTAB-141168	V. Boehm	AID_8h_A_parental.bam	P-MTAB-141168	V. Boehm	AID_8h_A_parental.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	8	hour	EFO	UO_0000032
AID_8h_A_parental	ERS18335245	SAMEA115337362	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry	CRISPR/Cas9	1	none	cell	P-MTAB-141162	Paul O. Wulf	P-MTAB-141166	Paul O. Wulf	P-MTAB-141167	Paul O. Wulf	P-MTAB-141163	Paul O. Wulf	P-MTAB-141164	Paul O. Wulf	AID_8h_A_parental	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-141165	AG Landthaler, MDC, Berlin	AID_8h_A_parental	sequencing assay	ERX12059990	P-MTAB-141165	AID_8h_A_parental_R2_001.fastq.gz	AID_8h_A_parental_R2_001.fastq.gz	ERR12685876	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/076/ERR12685876/ERR12685876_2.fastq.gz	P-MTAB-141168	V. Boehm	AID_8h_A_parental.bam	P-MTAB-141168	V. Boehm	AID_8h_A_parental.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	8	hour	EFO	UO_0000032
AID_8h_A_UPF1-AID7-CT	ERS18335246	SAMEA115337363	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-cterm AID7-v5 P2A BSD/Hygro (U1D9c7)	CRISPR/Cas9	1	none	cell	P-MTAB-141162	Paul O. Wulf	P-MTAB-141166	Paul O. Wulf	P-MTAB-141167	Paul O. Wulf	P-MTAB-141163	Paul O. Wulf	P-MTAB-141164	Paul O. Wulf	AID_8h_A_UPF1-AID7-CT	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-141165	AG Landthaler, MDC, Berlin	AID_8h_A_UPF1-AID7-CT	sequencing assay	ERX12059991	P-MTAB-141165	AID_8h_A_UPF1-AID7-CT_R2_001.fastq.gz	AID_8h_A_UPF1-AID7-CT_R2_001.fastq.gz	ERR12685877	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/077/ERR12685877/ERR12685877_1.fastq.gz	P-MTAB-141168	V. Boehm	AID_8h_A_UPF1-AID7-CT.bam	P-MTAB-141168	V. Boehm	AID_8h_A_UPF1-AID7-CT.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-cterm AID7-v5 P2A BSD/Hygro (U1D9c7)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	8	hour	EFO	UO_0000032
AID_8h_A_UPF1-AID7-CT	ERS18335246	SAMEA115337363	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-cterm AID7-v5 P2A BSD/Hygro (U1D9c7)	CRISPR/Cas9	1	none	cell	P-MTAB-141162	Paul O. Wulf	P-MTAB-141166	Paul O. Wulf	P-MTAB-141167	Paul O. Wulf	P-MTAB-141163	Paul O. Wulf	P-MTAB-141164	Paul O. Wulf	AID_8h_A_UPF1-AID7-CT	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-141165	AG Landthaler, MDC, Berlin	AID_8h_A_UPF1-AID7-CT	sequencing assay	ERX12059991	P-MTAB-141165	AID_8h_A_UPF1-AID7-CT_R1_001.fastq.gz	AID_8h_A_UPF1-AID7-CT_R1_001.fastq.gz	ERR12685877	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/077/ERR12685877/ERR12685877_2.fastq.gz	P-MTAB-141168	V. Boehm	AID_8h_A_UPF1-AID7-CT.bam	P-MTAB-141168	V. Boehm	AID_8h_A_UPF1-AID7-CT.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-cterm AID7-v5 P2A BSD/Hygro (U1D9c7)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	8	hour	EFO	UO_0000032
