Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[sex]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[disease]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[genotype]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Protocol REF	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Performer	Derived Array Data File	Protocol REF	Performer	Derived Array Data File	Factor Value[compound]	Factor Value[dose]	Unit[concentration unit]	Term Source REF	Term Accession Number	Factor Value[time]	Unit[time unit]	Term Source REF	Term Accession Number
HFF_Z_dmso	ERS22945696	SAMEA117610551	Homo sapiens	male	neonate	foreskin	normal	fibroblast	TERT-HFF	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HFF_Z_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HFF_Z_dmso	sequencing assay	ERX13563904		HFF_Z_dmso_S29_R1_001.fastq.gz	HFF_Z_dmso_S29_R1_001.fastq.gz	ERR14161369	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/069/ERR14161369/ERR14161369_2.fastq.gz	P-MTAB-150507	V. Boehm	HFF_Z_dmso.bam	P-MTAB-150507	V. Boehm	HFF_Z_dmso.bam.bai	none					0	hour	EFO	UO_0000032
HUVEC_A_smgi	ERS22945697	SAMEA117610552	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_A_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_A_smgi	sequencing assay	ERX13563905		HUVEC_A_smgi_S18_R1_001.fastq.gz	HUVEC_A_smgi_S18_R1_001.fastq.gz	ERR14161370	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/070/ERR14161370/ERR14161370_1.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_A_smgi.bam	P-MTAB-150507	V. Boehm	HUVEC_A_smgi.bam.bai	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
HUVEC_A_smgi	ERS22945697	SAMEA117610552	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_A_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_A_smgi	sequencing assay	ERX13563905		HUVEC_A_smgi_S18_R2_001.fastq.gz	HUVEC_A_smgi_S18_R2_001.fastq.gz	ERR14161370	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/070/ERR14161370/ERR14161370_2.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_A_smgi.bam	P-MTAB-150507	V. Boehm	HUVEC_A_smgi.bam.bai	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
HUVEC_A_smgi	ERS22945697	SAMEA117610552	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_A_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_A_smgi	sequencing assay	ERX13563905		HUVEC_A_smgi_S36_R1_001.fastq.gz	HUVEC_A_smgi_S36_R1_001.fastq.gz	ERR14161371	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/071/ERR14161371/ERR14161371_1.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_A_smgi.bam	P-MTAB-150507	V. Boehm	HUVEC_A_smgi.bam.bai	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
HUVEC_A_smgi	ERS22945697	SAMEA117610552	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_A_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_A_smgi	sequencing assay	ERX13563905		HUVEC_A_smgi_S36_R2_001.fastq.gz	HUVEC_A_smgi_S36_R2_001.fastq.gz	ERR14161371	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/071/ERR14161371/ERR14161371_2.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_A_smgi.bam	P-MTAB-150507	V. Boehm	HUVEC_A_smgi.bam.bai	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
HUVEC_B_smgi	ERS22945698	SAMEA117610553	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_B_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_B_smgi	sequencing assay	ERX13563906		HUVEC_B_smgi_S19_R1_001.fastq.gz	HUVEC_B_smgi_S19_R1_001.fastq.gz	ERR14161372	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/072/ERR14161372/ERR14161372_1.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_B_smgi.bam	P-MTAB-150507	V. Boehm	HUVEC_B_smgi.bam.bai	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
HUVEC_B_smgi	ERS22945698	SAMEA117610553	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_B_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_B_smgi	sequencing assay	ERX13563906		HUVEC_B_smgi_S37_R2_001.fastq.gz	HUVEC_B_smgi_S37_R2_001.fastq.gz	ERR14161373	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/073/ERR14161373/ERR14161373_1.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_B_smgi.bam	P-MTAB-150507	V. Boehm	HUVEC_B_smgi.bam.bai	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
HUVEC_B_smgi	ERS22945698	SAMEA117610553	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_B_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_B_smgi	sequencing assay	ERX13563906		HUVEC_B_smgi_S19_R2_001.fastq.gz	HUVEC_B_smgi_S19_R2_001.fastq.gz	ERR14161372	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/072/ERR14161372/ERR14161372_2.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_B_smgi.bam	P-MTAB-150507	V. Boehm	HUVEC_B_smgi.bam.bai	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
HUVEC_B_smgi	ERS22945698	SAMEA117610553	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_B_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_B_smgi	sequencing assay	ERX13563906		HUVEC_B_smgi_S37_R1_001.fastq.gz	HUVEC_B_smgi_S37_R1_001.fastq.gz	ERR14161373	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/073/ERR14161373/ERR14161373_2.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_B_smgi.bam	P-MTAB-150507	V. Boehm	HUVEC_B_smgi.bam.bai	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
HUVEC_C_smgi	ERS22945699	SAMEA117610554	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_C_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_C_smgi	sequencing assay	ERX13563907		HUVEC_C_smgi_S38_R1_001.fastq.gz	HUVEC_C_smgi_S38_R1_001.fastq.gz	ERR14161374	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/074/ERR14161374/ERR14161374_1.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_C_smgi.bam	P-MTAB-150507	V. Boehm	HUVEC_C_smgi.bam.bai	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
HUVEC_C_smgi	ERS22945699	SAMEA117610554	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_C_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_C_smgi	sequencing assay	ERX13563907		HUVEC_C_smgi_S20_R1_001.fastq.gz	HUVEC_C_smgi_S20_R1_001.fastq.gz	ERR14161375	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/075/ERR14161375/ERR14161375_1.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_C_smgi.bam	P-MTAB-150507	V. Boehm	HUVEC_C_smgi.bam.bai	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
HUVEC_C_smgi	ERS22945699	SAMEA117610554	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_C_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_C_smgi	sequencing assay	ERX13563907		HUVEC_C_smgi_S38_R2_001.fastq.gz	HUVEC_C_smgi_S38_R2_001.fastq.gz	ERR14161374	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/074/ERR14161374/ERR14161374_2.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_C_smgi.bam	P-MTAB-150507	V. Boehm	HUVEC_C_smgi.bam.bai	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
HUVEC_C_smgi	ERS22945699	SAMEA117610554	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_C_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_C_smgi	sequencing assay	ERX13563907		HUVEC_C_smgi_S20_R2_001.fastq.gz	HUVEC_C_smgi_S20_R2_001.fastq.gz	ERR14161375	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/075/ERR14161375/ERR14161375_2.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_C_smgi.bam	P-MTAB-150507	V. Boehm	HUVEC_C_smgi.bam.bai	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
HUVEC_D_dmso	ERS22945700	SAMEA117610555	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_D_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_D_dmso	sequencing assay	ERX13563908		HUVEC_D_dmso_S21_R1_001.fastq.gz	HUVEC_D_dmso_S21_R1_001.fastq.gz	ERR14161376	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/076/ERR14161376/ERR14161376_1.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_D_dmso.bam	P-MTAB-150507	V. Boehm	HUVEC_D_dmso.bam.bai	none					0	hour	EFO	UO_0000032
HUVEC_D_dmso	ERS22945700	SAMEA117610555	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_D_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_D_dmso	sequencing assay	ERX13563908		HUVEC_D_dmso_S21_R2_001.fastq.gz	HUVEC_D_dmso_S21_R2_001.fastq.gz	ERR14161376	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/076/ERR14161376/ERR14161376_2.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_D_dmso.bam	P-MTAB-150507	V. Boehm	HUVEC_D_dmso.bam.bai	none					0	hour	EFO	UO_0000032
HUVEC_D_dmso	ERS22945700	SAMEA117610555	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_D_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_D_dmso	sequencing assay	ERX13563908		HUVEC_D_dmso_S39_R1_001.fastq.gz	HUVEC_D_dmso_S39_R1_001.fastq.gz	ERR14161377	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/077/ERR14161377/ERR14161377_1.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_D_dmso.bam	P-MTAB-150507	V. Boehm	HUVEC_D_dmso.bam.bai	none					0	hour	EFO	UO_0000032
HUVEC_D_dmso	ERS22945700	SAMEA117610555	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_D_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_D_dmso	sequencing assay	ERX13563908		HUVEC_D_dmso_S39_R2_001.fastq.gz	HUVEC_D_dmso_S39_R2_001.fastq.gz	ERR14161377	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/077/ERR14161377/ERR14161377_2.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_D_dmso.bam	P-MTAB-150507	V. Boehm	HUVEC_D_dmso.bam.bai	none					0	hour	EFO	UO_0000032
HUVEC_E_dmso	ERS22945701	SAMEA117610556	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_E_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_E_dmso	sequencing assay	ERX13563909		HUVEC_E_dmso_S22_R2_001.fastq.gz	HUVEC_E_dmso_S22_R2_001.fastq.gz	ERR14161378	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/078/ERR14161378/ERR14161378_1.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_E_dmso.bam	P-MTAB-150507	V. Boehm	HUVEC_E_dmso.bam.bai	none					0	hour	EFO	UO_0000032
HUVEC_E_dmso	ERS22945701	SAMEA117610556	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_E_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_E_dmso	sequencing assay	ERX13563909		HUVEC_E_dmso_S40_R1_001.fastq.gz	HUVEC_E_dmso_S40_R1_001.fastq.gz	ERR14161379	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/079/ERR14161379/ERR14161379_1.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_E_dmso.bam	P-MTAB-150507	V. Boehm	HUVEC_E_dmso.bam.bai	none					0	hour	EFO	UO_0000032
HUVEC_E_dmso	ERS22945701	SAMEA117610556	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_E_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_E_dmso	sequencing assay	ERX13563909		HUVEC_E_dmso_S22_R1_001.fastq.gz	HUVEC_E_dmso_S22_R1_001.fastq.gz	ERR14161378	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/078/ERR14161378/ERR14161378_2.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_E_dmso.bam	P-MTAB-150507	V. Boehm	HUVEC_E_dmso.bam.bai	none					0	hour	EFO	UO_0000032
HUVEC_E_dmso	ERS22945701	SAMEA117610556	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_E_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_E_dmso	sequencing assay	ERX13563909		HUVEC_E_dmso_S40_R2_001.fastq.gz	HUVEC_E_dmso_S40_R2_001.fastq.gz	ERR14161379	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/079/ERR14161379/ERR14161379_2.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_E_dmso.bam	P-MTAB-150507	V. Boehm	HUVEC_E_dmso.bam.bai	none					0	hour	EFO	UO_0000032
HUVEC_F_dmso	ERS22945702	SAMEA117610557	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_F_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_F_dmso	sequencing assay	ERX13563910		HUVEC_F_dmso_S41_R2_001.fastq.gz	HUVEC_F_dmso_S41_R2_001.fastq.gz	ERR14161380	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/080/ERR14161380/ERR14161380_1.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_F_dmso.bam	P-MTAB-150507	V. Boehm	HUVEC_F_dmso.bam.bai	none					0	hour	EFO	UO_0000032
HUVEC_F_dmso	ERS22945702	SAMEA117610557	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_F_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_F_dmso	sequencing assay	ERX13563910		HUVEC_F_dmso_S23_R1_001.fastq.gz	HUVEC_F_dmso_S23_R1_001.fastq.gz	ERR14161381	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/081/ERR14161381/ERR14161381_1.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_F_dmso.bam	P-MTAB-150507	V. Boehm	HUVEC_F_dmso.bam.bai	none					0	hour	EFO	UO_0000032
HUVEC_F_dmso	ERS22945702	SAMEA117610557	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_F_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_F_dmso	sequencing assay	ERX13563910		HUVEC_F_dmso_S23_R2_001.fastq.gz	HUVEC_F_dmso_S23_R2_001.fastq.gz	ERR14161381	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/081/ERR14161381/ERR14161381_2.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_F_dmso.bam	P-MTAB-150507	V. Boehm	HUVEC_F_dmso.bam.bai	none					0	hour	EFO	UO_0000032
HUVEC_F_dmso	ERS22945702	SAMEA117610557	Homo sapiens	female	neonate	umbilical vein	normal	endothelial cell	HUVEC/TERT 2	wild type genotype	cell	P-MTAB-150501	Paul O. Wulf	P-MTAB-150505	O. Benlasfer	P-MTAB-150506	Paul O. Wulf	P-MTAB-150502	Paul O. Wulf	P-MTAB-150503	AG Landthaler, MDC, Berlin	HUVEC_F_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-150504	AG Landthaler, MDC, Berlin	HUVEC_F_dmso	sequencing assay	ERX13563910		HUVEC_F_dmso_S41_R1_001.fastq.gz	HUVEC_F_dmso_S41_R1_001.fastq.gz	ERR14161380	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/080/ERR14161380/ERR14161380_2.fastq.gz	P-MTAB-150507	V. Boehm	HUVEC_F_dmso.bam	P-MTAB-150507	V. Boehm	HUVEC_F_dmso.bam.bai	none					0	hour	EFO	UO_0000032
